gene1,gene2,label
HDAC1,HDAC2,1
POLR2A,POLR3A,1
PPIH,PPIL2,1
KCTD2,KCTD9,1
ARF4,ARF5,1
NONO,SFPQ,1
CSK,ITK,1
KCNH4,KCNH6,1
CCL14,CCL5,1
CABP5,CALM3,1
SENP1,SENP2,1
KCTD5,KCTD9,1
MAP4K1,MAP4K3,1
TGM1,TGM3,1
CAPN2,CAPN9,1
BLK,SRMS,1
RAC1,RHOG,1
MARK3,SIK3,1
CABP4,CALM3,1
KCNH2,KCNH4,1
MAP2K2,MAP2K5,1
LCK,SRC,1
ATP1A1,ATP1A4,1
CALM1,CALM2,1
CAPN12,CAPN13,1
KCNH4,KCNH7,1
CSK,FES,1
CDK12,CDK9,1
AKAP13,ARHGEF28,1
LYN,SRC,1
PTPRA,PTPRF,1
SULT1A1,SULT1A3,1
RPS6KA3,RPS6KB1,1
RPS6KA1,RPS6KB1,1
HCK,LYN,1
ECEL1,MME,1
INPP5F,SACM1L,1
CAPN13,CAPN2,1
BAD,BAX,1
ULK2,ULK3,1
LPA,MST1,1
RPS6KA4,SGK2,1
AKT1,SGK2,1
AKT1,RPS6KA4,1
ADAM33,ADAM8,1
CARS,CARS2,1
RAC1,RHOJ,1
MMP2,MMP9,1
CKS1B,CKS2,1
CALM2,CALML4,1
ABL1,CSK,1
PTPRA,PTPRD,1
ACSM1,ACSM3,1
RPS6KB2,SGK2,1
CTSE,NAPSA,1
RPS6KA4,RPS6KB1,1
ADAMTS12,ADAMTS18,1
KLHL15,KLHL9,1
B3GNT2,B3GNT7,1
ATP12A,ATP4A,1
FYN,SRC,1
CEACAM21,CEACAM4,1
CSK,MATK,1
PAK2,PAK4,1
CALM2,CALML5,1
MARK1,MARK3,1
ADAM19,ADAM9,1
CAPN12,CAPN3,1
ACADS,ACADVL,1
CTSF,CTSH,1
FGR,HCK,1
TLK1,TLK2,1
PTPRA,PTPRT,1
CAMK1D,CAMK2G,1
PCGF1,PCGF2,1
FGR,SRC,1
BAP1,UCHL5,1
ADAM15,ADAM9,1
DMPK,STK38L,1
CEACAM21,CEACAM3,1
CDC42BPA,STK38L,1
BAX,BNIP3L,1
BAD,BNIP3L,1
GRAP,GRB2,1
PRSS27,PRSS8,1
BCL2L12,BNIP3L,1
CAPN11,CAPN2,1
MAP2K1,MAP2K3,1
ATP1A1,ATP1A3,1
NAPSA,REN,1
ADAM30,ADAM9,1
CAPN1,CAPN12,1
PPIH,PPWD1,1
DNAH10,DNAH2,1
CEACAM5,CEACAM7,1
KLHL20,KLHL28,1
SSH1,SSH2,1
CEACAM6,CEACAM7,1
RPS6KA5,SGK2,1
ECE1,ECEL1,1
SULT1A2,SULT1A3,1
RPS6KB1,RPS6KB2,1
PTPRA,PTPRC,1
ADAM15,ADAM8,1
RPS6KA1,SGK2,1
PLCB1,PLCB3,1
ADAM21,ADAM9,1
AKT2,SGK2,1
CAPN12,CAPN14,1
PTPRA,PTPRK,1
BAD,BCL2L12,1
KLHL20,KLHL3,1
RPS6KA2,SGK2,1
GZMK,GZMM,1
ATP12A,ATP1A3,1
CEACAM7,PSG1,1
BLK,YES1,1
UBE2Q1,UBE2Q2,1
BCL2L12,BMF,1
FUBP1,KHSRP,1
BNIP3L,PMAIP1,1
MAPK1,MAPK3,1
RPS6KA1,RPS6KA4,1
CALM2,CALML6,1
HCK,PTK6,1
SEMA4B,SEMA4D,1
BCL2L11,BNIP3L,1
RPS6KA5,RPS6KB1,1
CPN1,CPXM1,1
CDC42BPA,DMPK,1
CALM2,TNNC2,1
TGM1,TGM7,1
CDK2,CDK4,1
AKT1,AKT2,1
ADAMTS12,ADAMTS7,1
KDM3A,KDM3B,1
MMP2,MMP25,1
KCTD2,KCTD5,1
MMP1,MMP2,1
PPIB,PPIL2,1
CORO1C,CORO6,1
GSPT1,HBS1L,1
BAX,BCL2L12,1
ARPP19,ENSA,1
KDM5A,KDM5B,1
MAP4K1,MAP4K2,1
PFKFB2,PFKFB3,1
ADAMTS12,ADAMTS17,1
MMP2,MMP8,1
PPP1R12B,PPP1R27,1
MMP10,MMP9,1
CABP1,CALM2,1
MMP15,MMP25,1
CEACAM1,CEACAM7,1
BIK,BNIP3L,1
CCL23,CCL5,1
ADAM20,ADAM9,1
ATP2A3,ATP2C2,1
CARM1,PRMT1,1
BCL2L12,BNIP3,1
ADAM2,ADAM9,1
SCAMP3,SCAMP5,1
TGM3,TGM7,1
CAPN12,CAPN8,1
HK2,HKDC1,1
BAD,BMF,1
PTK6,SRC,1
SRMS,YES1,1
MAP4K1,STK25,1
AKT1,RPS6KA1,1
KLK11,KLK14,1
PRSS27,PRSS33,1
ACSM3,ACSM5,1
RPS6KA2,RPS6KB1,1
SULT1A3,SULT1C4,1
DNM1,DNM1L,1
HCK,YES1,1
CIB1,CIB4,1
CAMK1,CAMK2G,1
BTK,CSK,1
BLK,LYN,1
BNIP3,BNIP3L,1
MOGAT1,MOGAT2,1
BCL2L1,BCL2L2,1
EIF6,GSX2,1
AGAP9,BPIFB6,1
MEP1A,TUBGCP2,1
POLR1C,TRPC7,1
ADH7,LAS1L,1
ECD,FMR1NB,1
ACTG1,DSPP,1
CXorf66,GIT2,1
ERCC2,PNPLA5,1
PLA2G2F,TSPAN17,1
CST9,ZKSCAN2,1
CPSF3,SERPINA7,1
C8B,ZDHHC7,1
HTR5A,STK17B,1
TMEM14C,UBQLN3,1
PKN3,SERPINB12,1
PDILT,TMED3,1
MKNK2,RNF17,1
DNMT3A,KLK12,1
FGFR1OP2,PNPLA5,1
ABR,BMP15,1
CLDN17,MARK3,1
DSPP,TONSL,1
ADH7,SERINC3,1
SPEM1,USP15,1
PDILT,TRAK1,1
NIPSNAP2,PPP3R2,1
RXFP3,ZNF181,1
ATAD3A,F13B,1
KLK12,TMEM14B,1
DSPP,SNX5,1
BPIFB6,ZNF587B,1
BCR,GABRA1,1
OPN5,THOP1,1
OPN5,ZNF611,1
CST9,SMAD2,1
KLK12,TTC30A,1
ACVR2B,BMP15,1
NDST4,TMEM14C,1
PPM1A,TSSK1B,1
NF2,PPP3R2,1
BMP15,PLCD4,1
C8B,CPEB4,1
NT5DC2,SLC13A1,1
NR1D2,UBQLN3,1
CST9,PPP2CB,1
KLK12,ZNF136,1
LIN7C,RNF17,1
LSM14A,PDILT,1
SLC36A3,TBC1D17,1
MEP1A,NOL6,1
BTN3A1,SLC13A1,1
PNPLA5,SNX1,1
GFRAL,ZSWIM4,1
BPIFB6,ORAOV1,1
DGAT2L6,RSBN1L,1
CST9,FN3K,1
CUL9,PDILT,1
TPH2,ZSCAN21,1
CLRN1,MAP2K2,1
ENTPD7,HTR5A,1
GSX2,RFX2,1
OAZ1,SLC13A1,1
NKIRAS2,SLC13A1,1
DGAT2L6,UBALD1,1
UBQLN3,ZKSCAN3,1
APOBEC1,RANBP10,1
GFRAL,WDFY2,1
CLRN1,HIST4H4,1
APOBEC1,MRFAP1L1,1
GPR108,KCNK10,1
MEX3B,PLA2G2F,1
ANKRD13D,SLC13A1,1
SPEM1,ZNF524,1
CST9,R3HDM2,1
SLC13A1,TTC30A,1
CNNM2,DGAT2L6,1
ANXA11,PPP3R2,1
CORO1C,KCNK10,1
ADH7,ANXA11,1
SERINC3,SLC13A1,1
CSNK1G2,TKTL2,1
JOSD2,KCNK10,1
ANXA7,KLK12,1
CST9,NUCB1,1
NME1,OPN5,1
GLB1L,GPX6,1
RABL2A,RAX,1
KCNK10,TRIP10,1
HERC4,HTR5A,1
RAX,SLC25A25,1
ATAD2,PNPLA5,1
SLC36A1,TSSK1B,1
RXFP3,SLC25A25,1
FMR1NB,SGTA,1
GABRA1,GNA13,1
AARS,CDX4,1
KCNK10,SLC25A25,1
CLSTN1,PLA2G2F,1
GANAB,KLK12,1
BRWD1,GABRA1,1
DGAT2L6,PKN1,1
EPN1,PRSS37,1
SPEM1,YIPF2,1
GABRA1,UCK1,1
FNIP1,RAX,1
CCNG1,GABRA1,1
DGAT2L6,RNF185,1
PPP3CA,SERPINB12,1
PRSS37,RAB40B,1
PPP3CC,RNF17,1
APOBEC1,MAP3K2,1
GNPDA1,MEP1A,1
CST9,EZR,1
LMBR1,SLC13A1,1
CST9,MKNK1,1
BTN2A2,OPN5,1
CST9,KCTD2,1
ADH7,FNIP2,1
R3HDM2,TSSK1B,1
KLK12,MFSD14B,1
CCNG1,DGAT2L6,1
FMR1NB,FN3K,1
FMR1NB,PHTF1,1
AP3S2,SLC36A3,1
CXorf66,PLEKHF2,1
KCNK10,PCMTD1,1
ACAP2,GABRA1,1
CST9,KLHL20,1
ADH7,SLC12A6,1
GABRA1,SBF2,1
RNF17,SFXN1,1
CLDN17,CRTAP,1
FMR1NB,NIPSNAP1,1
OSBPL7,RNF17,1
EZH1,F13B,1
C8B,DUSP16,1
BICD2,UBQLN3,1
MAFG,MAFK,1
HTR5A,RAB40B,1
PKN2,SLC36A3,1
DGAT2L6,TST,1
CST9,ZNF286B,1
GABRA1,JAK1,1
RIC8A,TRPC7,1
OPN5,TMEM87B,1
CHEK2,MAP2K2,0
MAP2K2,MCL1,0
BRCA1,CHEK2,0
BRCA1,IMPDH1,0
BRCA1,UBB,0
CHEK2,PARP2,0
BRCA2,CHEK2,0
CHEK1,CHEK2,0
AKT2,CHEK2,0
BCL2L2,CHEK2,0
CHEK2,HSP90AA1,0
CHEK2,PARP1,0
CHEK2,MCL1,0
IMPDH1,MCL1,0
BCL2A1,MCL1,0
CHEK2,UBC,0
AKT1,CHEK2,0
CHEK2,IMPDH1,0
BCL2,CHEK2,0
CHEK2,WEE1,0
BCL2L1,CHEK2,0
CHEK2,MAPK3,0
CHEK2,MAP2K1,0
CHEK2,UBB,0
BCL2L10,CHEK2,0
AKT3,CHEK2,0
BCL2A1,CHEK2,0
CHEK2,MAPK1,0
IMPDH1,MAPK3,0
BCL2,MAPK1,0
MAPK1,UBB,0
AKT3,BCL2,0
A3GALT2,ABO,0
A3GALT2,GBGT1,0
AADAC,AADACL4,0
AADACL2,AADACL4,0
AADACL3,AADACL4,0
AAK1,BMP2K,0
ABHD14A-ACY1,ACY1,0
ABHD14A,ABHD14B,0
ABHD4,ABHD5,0
ABL1,TXK,0
ABTB2,BTBD11,0
ACAA2,ACAT1,0
ACAA2,ACAT2,0
ACAD8,ACADM,0
ACAD8,ACADSB,0
ACAD8,IVD,0
ACAD9,ACADSB,0
ACADM,ACADSB,0
ACADSB,IVD,0
ACOT11,ACOT12,0
ACOX1,ACOX2,0
ACP2,ACPP,0
ACR,TMPRSS12,0
ACSBG1,ACSBG2,0
ACSL1,ACSL5,0
ACSL1,ACSL6,0
ACSL5,ACSL6,0
ACSM2B,ACSM4,0
ACSM2B,ACSM6,0
ACSM4,ACSM5,0
ACSM4,ACSM6,0
ACSS2,ACSS3,0
ACVR1C,ACVR2A,0
ACVR1C,ACVR2B,0
ACVR1C,BMPR1B,0
ACVR2A,ACVR2B,0
ACYP1,ACYP2,0
ADAM11,ADAM19,0
ADAM11,ADAM22,0
ADAM11,ADAM23,0
ADAM12,ADAM28,0
ADAM2,ADAM32,0
ADAM22,ADAM23,0
ADAM28,ADAM7,0
ADAM29,ADAM30,0
ADAMTS1,ADAMTS15,0
ADAMTS1,ADAMTS5,0
ADAMTS1,ADAMTS8,0
ADAMTS1,ADAMTS9,0
ADAMTS10,ADAMTS6,0
ADAMTS15,ADAMTS5,0
ADAMTS15,ADAMTS8,0
ADAMTS8,ADAMTS9,0
ADAMTSL1,ADAMTSL3,0
ADAMTSL5,PAPLN,0
ADAR,ADARB2,0
ADARB1,ADARB2,0
ADCK1,ADCK5,0
ADGRE3,ADGRL1,0
ADGRL1,ADGRL2,0
ADGRL1,ADGRL3,0
ADGRL1,ADGRL4,0
ADPRH,ADPRHL1,0
ADSS,ADSSL1,0
AES,TLE2,0
AES,TLE4,0
AFF1,AFF4,0
AFF2,AFF4,0
AGXT2,ETNPPL,0
AGXT2,PHYKPL,0
AHCY,AHCYL2,0
AHCYL1,AHCYL2,0
AICDA,APOBEC3B,0
AICDA,APOBEC3C,0
AICDA,APOBEC3D,0
AICDA,APOBEC3F,0
AICDA,APOBEC3H,0
AK1,AK5,0
AK3,AK4,0
AKAP2,PALM2-AKAP2,0
AKT3,RPS6KA6,0
AKT3,SGK1,0
ALAS1,ALAS2,0
ALG1,ALG1L2,0
ALG1L,ALG1L2,0
ALK,LTK,0
ALPI,ALPL,0
ALPI,ALPP,0
ALPI,ALPPL2,0
ALPL,ALPP,0
ALPL,ALPPL2,0
ALPP,ALPPL2,0
ALS2,ALS2CL,0
AMPD1,AMPD2,0
AMPD1,AMPD3,0
AMPD2,AMPD3,0
AMZ1,AMZ2,0
ANKK1,RIPK4,0
ANP32A,ANP32B,0
ANP32A,ANP32E,0
ANP32B,ANP32D,0
ANP32B,ANP32E,0
ANPEP,ERAP1,0
ANPEP,LVRN,0
ANXA1,ANXA2,0
APOBEC2,APOBEC3F,0
APOBEC3B,APOBEC3C,0
APOBEC3B,APOBEC3D,0
APOBEC3B,APOBEC3H,0
APOBEC3C,APOBEC3D,0
APOBEC3C,APOBEC3F,0
APOBEC3C,APOBEC3H,0
APOBEC3D,APOBEC3F,0
APOBEC3D,APOBEC3H,0
APOBEC3F,APOBEC3H,0
AR,NR3C1,0
ARG1,ARG2,0
ARHGEF1,ARHGEF3,0
ARPC4-TTLL3,TTLL3,0
ARSA,ARSE,0
ARSA,ARSF,0
ARSA,ARSG,0
ARSA,STS,0
ARSD,ARSG,0
ARSD,STS,0
ARSE,STS,0
ARSF,ARSG,0
ARSF,STS,0
ARSG,ARSH,0
ARSG,GALNS,0
ARSH,STS,0
ARSI,ARSJ,0
ART1,ART5,0
ART3,ART5,0
ASB10,ASB16,0
ASB10,ASB18,0
ASB10,ASB4,0
ASB11,ASB5,0
ASB11,ASB9,0
ASB13,ASB5,0
ASB13,ASB9,0
ASB14,ASB15,0
ASB14,ASB2,0
ASB15,ASB2,0
ASB16,ASB18,0
ASB16,ASB4,0
ASB18,ASB4,0
ASB5,ASB9,0
ASMT,ASMTL,0
ATAD3A,ATAD3B,0
ATAD3A,ATAD3C,0
ATAD3B,ATAD3C,0
ATG16L1,ATG16L2,0
ATG4A,ATG4D,0
ATG4C,ATG4D,0
ATP10A,ATP10B,0
ATP10A,ATP10D,0
ATP10B,ATP10D,0
ATP11A,ATP11C,0
ATP11A,ATP8B4,0
ATP11C,ATP8B1,0
ATP11C,ATP8B2,0
ATP11C,ATP8B4,0
ATP12A,ATP1A4,0
ATP13A2,ATP13A3,0
ATP13A3,ATP13A4,0
ATP13A3,ATP13A5,0
ATP13A4,ATP13A5,0
ATP1A2,ATP1A4,0
ATP2B1,ATP2B3,0
ATP6V0A4,TCIRG1,0
ATP6V0D1,ATP6V0D2,0
ATP6V1E1,ATP6V1E2,0
ATP6V1G2-DDX39B,ATP6V1G3,0
ATP6V1G2,ATP6V1G2-DDX39B,0
ATP6V1G2,ATP6V1G3,0
ATP7A,ATP7B,0
ATP8B1,ATP8B2,0
ATP9A,ATP9B,0
ATXN3,ATXN3L,0
AUH,ECHDC2,0
AURKC,PLK4,0
AVP,OXT,0
AZU1,ELANE,0
AZU1,PRTN3,0
B3GALNT1,B3GALT1,0
B3GALNT1,B3GALT2,0
B3GALNT1,B3GALT5,0
B3GALT1,B3GALT2,0
B3GALT1,B3GALT5,0
B3GALT2,B3GALT5,0
B3GAT1,B3GAT2,0
B3GNT3,B3GNT4,0
B3GNT3,B3GNT7,0
BACE1,BACE2,0
BACH1,BACH2,0
BBC3,BID,0
BBC3,PMAIP1,0
BCAT1,BCAT2,0
BCKDHB,PDHB,0
BCL2,BCL2L1,0
BCL2,MCL1,0
BCL2A1,MCL1,0
BCL2L13,BID,0
BCL2L13,PMAIP1,0
BHMT,BHMT2,0
BID,HRK,0
BIRC2,BIRC7,0
BIRC2,XIAP,0
BIRC3,BIRC7,0
BIRC3,BIRC8,0
BIRC3,XIAP,0
BIRC7,BIRC8,0
BIRC8,XIAP,0
BMP1,CDCP2,0
BMP1,TLL1,0
BMP1,TLL2,0
BMX,BTK,0
BMX,TXK,0
BRWD1,BRWD3,0
BRWD1,PHIP,0
BRWD3,PHIP,0
BST1,CD38,0
BTBD1,BTBD3,0
BTBD10,KCTD20,0
BTBD2,BTBD3,0
BTBD3,BTBD6,0
BTD,VNN1,0
BTD,VNN2,0
BTD,VNN3,0
BTK,TXK,0
BTRC,FBXW11,0
BUB1B-PAK6,PAK2,0
C1R,HPR,0
C2,CFB,0
CABP2,CALM1,0
CALM1,CALML3,0
CALM1,CALML4,0
CALM1,CALML6,0
CALM1,TNNC1,0
CAMK2A,CAMK4,0
CAMK2B,CAMK2D,0
CAMK2D,CAMK4,0
CAPNS1,CAPNS2,0
CARD10,CARD11,0
CARD11,CARD9,0
CARD16,CARD17,0
CARD16,CARD18,0
CARD17,CARD18,0
CASK,MPP6,0
CASK,MPP7,0
CASP1,CASP12,0
CASP1,CASP4,0
CASP1,CASP5,0
CASP12,CASP4,0
CASP12,CASP5,0
CASP14,CASP3,0
CASP3,CASP6,0
CASP3,CASP7,0
CASP3,CASP9,0
CASP4,CASP5,0
CASP6,CASP7,0
CBL,CBLB,0
CBLL1,ZNF645,0
CBS,CBSL,0
CBX6,CBX8,0
CBX7,CBX8,0
CCL15,CCL3,0
CCL16,CCL3,0
CCL18,CCL3,0
CCL26,CCL3,0
CCL3,CCL3L3,0
CCL3,CCL4,0
CCND2,CCND3,0
CD163,CD163L1,0
CD163L1,CD5L,0
CD163L1,SCART1,0
CD163L1,SSC4D,0
CD5L,PRSS12,0
CD5L,SCART1,0
CDC14A,CDC14B,0
CDC25A,CDC25C,0
CDC42BPG,STK38,0
CDCP2,TLL2,0
CDK10,CDK11A,0
CDK14,CDK15,0
CDK14,CDK16,0
CDK14,CDK17,0
CDK14,CDK18,0
CDK14,CDK5,0
CDK15,CDK16,0
CDK15,CDK17,0
CDK16,CDK17,0
CDK16,CDK18,0
CDK16,CDK5,0
CDK17,CDK18,0
CDK17,CDK5,0
CDK19,CDK8,0
CDK20,CDK7,0
CDK20,CDKL3,0
CDKL1,CDKL3,0
CDKL2,CDKL3,0
CDKL2,CDKL5,0
CDKL3,CDKL4,0
CDKN2A,CDKN2B,0
CDKN2A,CDKN2C,0
CDKN2A,CDKN2D,0
CDKN2B,CDKN2C,0
CDKN2B,CDKN2D,0
CDY1,CDY1B,0
CDY1,CDY2A,0
CDY1,CDY2B,0
CDY1,CDYL,0
CDY1,CDYL2,0
CDY1B,CDY2A,0
CDY1B,CDYL,0
CDY1B,CDYL2,0
CDY2A,CDY2B,0
CDY2A,CDYL,0
CDY2A,CDYL2,0
CDY2B,CDYL,0
CDYL,ECI2,0
CEL,CES1,0
CELA2A,CELA3B,0
CELA2B,CELA3A,0
CELA2B,CTRL,0
CELA3A,CELA3B,0
CELA3A,CTRL,0
CELA3B,CTRB2,0
CELA3B,CTRL,0
CEPT1,CHPT1,0
CES1,NLGN1,0
CES1,NLGN3,0
CES1,NLGN4Y,0
CES5A,NLGN4Y,0
CFD,CMA1,0
CFD,CTSG,0
CFD,GZMA,0
CFD,PRSS57,0
CHCHD3,CHCHD6,0
CHI3L1,OVGP1,0
CHI3L2,CHIA,0
CHIA,OVGP1,0
CHMP1A,CHMP1B,0
CHST10,CHST9,0
CHST13,CHST14,0
CHST13,CHST9,0
CIB1,CIB3,0
CIB2,CIB3,0
CILP,CILP2,0
CISH,SOCS2,0
CIT,DMPK,0
CKM,CKMT1A,0
CKM,CKMT1B,0
CKMT1A,CKMT1B,0
CKMT1A,CKMT2,0
CKMT1B,CKMT2,0
CLCN6,CLCN7,0
CLK1,CLK3,0
CLK1,CLK4,0
CLK2,CLK3,0
CLK2,CLK4,0
CLK3,CLK4,0
CMA1,GZMA,0
CMA1,GZMB,0
CMA1,GZMM,0
CMA1,PRSS57,0
CNDP1,CNDP2,0
CNKSR1,CNKSR2,0
CNKSR2,CNKSR3,0
CNKSR2,IPCEF1,0
COMT,LRTOMT,0
COPZ1,COPZ2,0
CORO1A,CORO6,0
CORO1B,CORO6,0
CORO7,CORO7-PAM16,0
CPA2,CPA3,0
CPA2,CPA4,0
CPA2,CPB2,0
CPA4,CPO,0
CPB2,CPO,0
CPD,CPE,0
CPD,CPZ,0
CPE,CPXM2,0
CPT1A,CPT1C,0
CPT1A,CRAT,0
CPT1B,CPT1C,0
CRMP1,DPYSL2,0
CRMP1,DPYSL4,0
CRYAB,HSPB8,0
CSF1R,KIT,0
CSMD1,CSMD2,0
CSMD1,CSMD3,0
CSNK1A1L,CSNK1E,0
CSNK1A1L,TTBK2,0
CSNK1E,TTBK1,0
CSNK1G2,CSNK1G3,0
CSNK2A1,CSNK2A2,0
CSNK2A1,CSNK2A3,0
CSNK2A2,CSNK2A3,0
CSRNP1,CSRNP3,0
CSRNP2,CSRNP3,0
CT47A1,CT47A10,0
CT47A1,CT47A11,0
CT47A1,CT47A12,0
CT47A1,CT47A2,0
CT47A1,CT47A3,0
CT47A1,CT47A4,0
CT47A1,CT47A5,0
CT47A1,CT47A6,0
CT47A1,CT47A7,0
CT47A1,CT47A8,0
CT47A1,CT47A9,0
CT47A11,CT47B1,0
CT47A12,CT47B1,0
CT47A2,CT47B1,0
CT47A3,CT47B1,0
CT47A4,CT47B1,0
CT47A5,CT47B1,0
CT47A6,CT47B1,0
CT47A7,CT47B1,0
CT47A8,CT47B1,0
CT47A9,CT47B1,0
CTDSP1,CTDSPL2,0
CTDSP2,CTDSPL2,0
CTPS1,CTPS2,0
CTSB,TINAG,0
CTSB,TINAGL1,0
CTSD,PGA5,0
CTSD,PGC,0
CTSG,GZMA,0
CTSG,PRSS57,0
CTSL,CTSV,0
CUL1,CUL4A,0
CUL7,CUL9,0
DAPK3,MYLK4,0
DAPK3,STK17B,0
DAW1,WDR38,0
DAW1,WDR5B,0
DCAF12,DCAF12L1,0
DCAF12L1,DCAF12L2,0
DCAF4L1,DCAF4L2,0
DCAF8,DCAF8L2,0
DCAF8L1,DCAF8L2,0
DCBLD1,DCBLD2,0
DCBLD1,RS1,0
DCBLD2,RS1,0
DCK,DGUOK,0
DCK,TK2,0
DCLK1,DCX,0
DDAH1,DDAH2,0
DDI1,DDI2,0
DDR1,DDR2,0
DGKB,DGKG,0
DGKE,DGKQ,0
DLAT,PDHX,0
DLG1,DLG2,0
DLG1,DLG3,0
DMWD,WDR20,0
DNAH1,DNAH3,0
DNAH1,DNAH6,0
DNAJC15,DNAJC19,0
DNM2,DNM3,0
DPEP1,DPEP3,0
DPP10,DPP6,0
DPP10,FAP,0
DPP4,DPP6,0
DPP6,FAP,0
DPYS,DPYSL2,0
DPYSL2,DPYSL4,0
DUPD1,DUSP27,0
DUPD1,DUSP3,0
DUSP1,DUSP9,0
DUSP13,DUSP3,0
DUSP15,DUSP22,0
DUSP18,DUSP21,0
DUSP18,DUSP26,0
DUSP2,DUSP4,0
DUSP26,DUSP3,0
DUSP27,DUSP3,0
DYNC1I1,DYNC1I2,0
DYRK1A,DYRK1B,0
DYRK1A,DYRK4,0
DYRK2,DYRK3,0
ECE2,KEL,0
ECE2,MMEL1,0
EFEMP1,EFEMP2,0
EFEMP1,FBLN5,0
EFNA2,EFNA4,0
EFNB2,EFNB3,0
EGF,LRP5L,0
EHMT1,EHMT2,0
EHMT1,SUV39H2,0
EIF2AK2,EIF2AK3,0
ELFN1,ELFN2,0
ELOA,ELOA3D,0
ELOVL1,ELOVL2,0
ELOVL2,ELOVL7,0
EML1,EML3,0
EML1,EML4,0
EML2,EML3,0
EML3,EML4,0
ENAH,EVL,0
ENC1,KLHL25,0
ENPEP,LNPEP,0
ENPP1,ENPP2,0
ENPP1,ENPP5,0
ENPP2,ENPP4,0
ENPP3,ENPP4,0
ENPP3,ENPP5,0
ENPP4,ENPP5,0
ENPP5,ENPP6,0
ENPP5,ENPP7,0
ENTPD4,ENTPD7,0
ENTPD5,ENTPD6,0
EPB42,TGM2,0
EPB42,TGM5,0
EPHA1,EPHA2,0
EPHA1,EPHA4,0
EPHA10,EPHA2,0
EPHA10,EPHA3,0
EPHA2,EPHA3,0
EPHA2,EPHA4,0
EPHA2,EPHA5,0
EPHA2,EPHA6,0
EPHA2,EPHA7,0
EPHA2,EPHA8,0
EPHA2,EPHB1,0
EPHA2,EPHB2,0
EPHA2,EPHB3,0
EPHA2,EPHB4,0
EPHA2,EPHB6,0
EPHA3,EPHA7,0
EPHA3,EPHB3,0
EPHA4,EPHA6,0
EPHA4,EPHB3,0
EPHA5,EPHB2,0
EPHA6,EPHB2,0
EPHA7,EPHB1,0
EPHA7,EPHB2,0
EPHB1,EPHB3,0
EPHB2,EPHB3,0
EPHX3,EPHX4,0
ERAP1,LNPEP,0
ERAP2,LNPEP,0
ERN1,ERN2,0
ETNK1,ETNK2,0
ETNPPL,PHYKPL,0
EVI5,EVI5L,0
EYA1,EYA3,0
EYA1,EYA4,0
EYA2,EYA3,0
EYA3,EYA4,0
F10,F7,0
F10,F9,0
F10,PROZ,0
F11,KLKB1,0
F9,PROZ,0
FAM105A,OTULIN,0
FAM155A,FAM155B,0
FAM171A1,FAM171B,0
FARP1,FARP2,0
FARP1,FRMD7,0
FBL,FBLL1,0
FBP1,FBP2,0
FBXL2,FBXL20,0
FBXO2,FBXO6,0
FBXO25,FBXO32,0
FBXO27,FBXO6,0
FBXO30,FBXO40,0
FBXO34,FBXO46,0
FBXO44,FBXO6,0
FBXO45,SPSB2,0
FBXO45,SPSB4,0
FER,TXK,0
FGFR1,FGFR3,0
FGFR3,FGFR4,0
FLT1,KDR,0
FN3K,FN3KRP,0
FOXP1,FOXP2,0
FOXP2,FOXP3,0
FOXP2,FOXP4,0
FPGT-TNNI3K,TNNI3K,0
FRK,FYN,0
FUT3,FUT6,0
FUT3,FUT9,0
FUT4,FUT9,0
FUT6,FUT9,0
FUT7,FUT9,0
G6PC,G6PC2,0
GALK1,GALK2,0
GALNS,STS,0
GALNT13,GALNTL5,0
GALNT17,GALNT8,0
GALNT2,GALNT5,0
GALNT2,GALNTL5,0
GALNT3,GALNTL5,0
GALNT5,GALNTL5,0
GALNT6,GALNTL5,0
GALNT7,GALNTL6,0
GANAB,GANC,0
GCA,PDCD6,0
GCA,PEF1,0
GCK,HK1,0
GCK,HK3,0
GCNT1,GCNT2,0
GCNT2,GCNT4,0
GDPD1,GDPD3,0
GDPD2,GDPD4,0
GGT2,GGT5,0
GGT5,GGTLC2,0
GIPC1,GIPC2,0
GIPC2,GIPC3,0
GK,GK2,0
GK,GK3P,0
GK2,GK3P,0
GLB1L,GLB1L3,0
GLB1L2,GLB1L3,0
GLYAT,GLYATL1,0
GLYAT,GLYATL2,0
GLYAT,GLYATL3,0
GLYATL2,GLYATL3,0
GNB2,GNB4,0
GNB3,GNB4,0
GNPDA1,GNPDA2,0
GNS,SULF1,0
GPAT3,GPAT4,0
GRAP,GRAP2,0
GRAP2,GRB2,0
GRIP1,GRIP2,0
GRK1,GRK2,0
GRK2,GRK3,0
GRK2,GRK4,0
GRK3,GRK4,0
GSPT1,GSPT2,0
GSPT2,HBS1L,0
GTF2H2,GTF2H2C,0
GTPBP1,GTPBP2,0
GUCY2F,NPR1,0
GUCY2F,NPR2,0
GXYLT1,GXYLT2,0
GZMA,PRSS57,0
GZMB,PRSS57,0
GZMH,PRSS57,0
HAO1,HAO2,0
HAS1,HAS2,0
HAS2,HAS3,0
HDAC10,HDAC6,0
HDAC4,HDAC9,0
HDHD2,LHPP,0
HECW1,ITCH,0
HERC1,SERGEF,0
HERC3,HERC5,0
HERC3,HERC6,0
HERC4,HERC5,0
HERC5,HERC6,0
HEXA,HEXB,0
HGF,MST1,0
HIC1,HIC2,0
HINT1,HINT2,0
HK1,HK3,0
