gene1,gene2
CYP3A43,CYP27A1
CYP3A43,CYP27B1
CYP3A43,CYP3A4
CYP3A43,CYP3A5
CYP3A43,CYP3A7
CYP3A43,CYP46A1
CYP3A43,TBXAS1
CYP3A5,CYP11A1
CYP3A5,CYP24A1
CYP3A5,CYP27A1
CYP3A5,CYP27B1
CYP3A5,CYP3A4
CYP3A5,CYP3A43
CYP3A5,CYP3A7
CYP3A5,CYP46A1
CYP3A5,TBXAS1
CYP3A7,CYP24A1
CYP3A7,CYP27A1
CYP3A7,CYP27B1
CYP3A7,CYP3A4
CYP3A7,CYP3A43
CYP3A7,CYP3A5
CYP3A7,CYP46A1
CYP3A7,TBXAS1
CYP46A1,CYP27A1
CYP46A1,CYP3A4
CYP46A1,CYP3A43
CYP46A1,CYP3A5
CYP46A1,CYP3A7
CYP46A1,TBXAS1
CYP4A11,CYP4B1
CYP4A11,CYP4F11
CYP4A11,CYP4F12
CYP4A11,CYP4F2
CYP4A11,CYP4F3
CYP4B1,CYP4A11
CYP4B1,CYP4F11
CYP4B1,CYP4F12
CYP4B1,CYP4F2
CYP4B1,CYP4F3
CYP4F11,CYP4A11
CYP4F11,CYP4B1
CYP4F11,CYP4F12
CYP4F11,CYP4F2
CYP4F11,CYP4F3
CYP4F12,CYP4A11
CYP4F12,CYP4B1
CYP4F12,CYP4F11
CYP4F12,CYP4F2
CYP4F12,CYP4F3
CYP4F2,CYP4A11
CYP4F2,CYP4B1
CYP4F2,CYP4F11
CYP4F2,CYP4F12
CYP4F2,CYP4F3
CYP4F3,CYP4A11
CYP4F3,CYP4B1
CYP4F3,CYP4F11
CYP4F3,CYP4F12
CYP4F3,CYP4F2
CYP7A1,CYP39A1
CYP7A1,CYP7B1
CYP7A1,PTGIS
CYP7B1,CYP39A1
CYP7B1,CYP7A1
CYP7B1,PTGIS
CYRIA,CYRIB
CYRIB,CYRIA
CYSLTR1,CYSLTR2
CYSLTR1,GPR17
CYSLTR1,GPR174
CYSLTR1,GPR183
CYSLTR1,LPAR4
CYSLTR1,LPAR5
CYSLTR1,LPAR6
CYSLTR1,OXGR1
CYSLTR1,P2RY1
CYSLTR1,P2RY10
CYSLTR1,P2RY2
CYSLTR1,P2RY4
CYSLTR1,P2RY6
CYSLTR1,PTAFR
CYSLTR1,SUCNR1
CYSLTR2,CYSLTR1
CYSLTR2,GPR17
CYSLTR2,GPR174
CYSLTR2,GPR183
CYSLTR2,LPAR4
CYSLTR2,LPAR5
CYSLTR2,LPAR6
CYSLTR2,OXGR1
CYSLTR2,P2RY1
CYSLTR2,P2RY10
CYSLTR2,P2RY2
CYSLTR2,P2RY4
CYSLTR2,P2RY6
CYSLTR2,PTAFR
CYSLTR2,SUCNR1
CYTH1,ARFGEF1
CYTH1,ARFGEF2
CYTH1,CYTH2
CYTH1,CYTH3
CYTH1,CYTH4
CYTH1,IQSEC1
CYTH1,IQSEC2
CYTH1,IQSEC3
CYTH2,ARFGEF1
CYTH2,ARFGEF2
CYTH2,CYTH1
CYTH2,CYTH3
CYTH2,CYTH4
CYTH2,IQSEC1
CYTH2,IQSEC2
CYTH2,IQSEC3
CYTH3,ARFGEF1
CYTH3,ARFGEF2
CYTH3,CYTH1
CYTH3,CYTH2
CYTH3,CYTH4
CYTH3,IQSEC1
CYTH3,IQSEC2
CYTH3,IQSEC3
CYTH4,ARFGEF1
CYTH4,ARFGEF2
CYTH4,CYTH1
CYTH4,CYTH2
CYTH4,CYTH3
CYTH4,IQSEC1
CYTH4,IQSEC2
CYTH4,IQSEC3
DAAM1,DAAM2
DAAM1,DIAPH1
DAAM1,DIAPH2
DAAM1,DIAPH3
DAAM1,FMNL1
DAAM1,INF2
DAAM2,DAAM1
DAAM2,DIAPH1
DAAM2,DIAPH2
DAAM2,DIAPH3
DAAM2,FMNL1
DAAM2,INF2
DAB1,DAB2
DAB2,DAB1
DACH1,DACH2
DACH2,DACH1
DAO,DDO
DAPK1,DAPK2
DAPK1,DAPK3
DAPK1,STK17A
DAPK1,STK17B
DAPK2,DAPK1
DAPK2,DAPK3
DAPK2,MYLK
DAPK2,MYLK3
DAPK2,STK17A
DAPK2,STK17B
DAPK3,DAPK1
DAPK3,DAPK2
DAPK3,MYLK
DAPK3,MYLK3
DAPK3,STK17A
DAPK3,STK17B
DAZAP1,HNRNPAB
DAZAP1,HNRNPD
DAZAP1,HNRNPDL
DAZAP1,MSI1
DBF4,DBF4B
DBF4B,DBF4
DBH,MOXD1
DBI,ACBD4
DBP,HLF
DBP,TEF
DBT,DLAT
DCAF6,DCAF8
DCAF6,WDTC1
DCAF8,DCAF6
DCAF8,WDTC1
DCBLD2,RS1
DCC,DSCAM
DCC,NEO1
DCC,SDK2
DCHS1,DCHS2
DCHS1,FAT1
DCHS1,FAT2
DCHS1,FAT4
DCHS2,CELSR1
DCHS2,CELSR2
DCHS2,CELSR3
DCHS2,DCHS1
DCHS2,FAT1
DCHS2,FAT2
DCHS2,FAT4
DCK,DGUOK
DCK,TK2
DCLK1,DCLK2
DCLK1,DCX
DCLK1,MAPKAPK2
DCLK1,MAPKAPK3
DCLK1,MAPKAPK5
DCLK1,MKNK1
DCLK1,MKNK2
DCLK1,PHKG1
DCLK1,PHKG2
DCLK1,STK33
DCLK2,DCLK1
DCLK2,DCX
DCLK2,MAPKAPK2
DCLK2,MAPKAPK3
DCLK2,MAPKAPK5
DCLK2,MKNK1
DCLK2,MKNK2
DCLK2,PHKG1
DCLK2,PHKG2
DCLK2,STK33
DCLRE1B,DCLRE1C
DCLRE1C,DCLRE1B
DCN,ASPN
DCN,BGN
DCN,ECM2
DCN,FMOD
DCN,KERA
DCN,LUM
DCN,OMD
DCN,PODNL1
DCN,PRELP
DCT,TYR
DCT,TYRP1
DCUN1D2,DCUN1D4
DCUN1D4,DCUN1D2
DCX,DCLK1
DCX,DCLK2
DCXR,BDH2
DCXR,CBR4
DCXR,DHRS2
DCXR,DHRS4
DCXR,HPGD
DCXR,HSD17B10
DCXR,HSD17B14
DCXR,HSD17B8
DDAH1,DDAH2
DDAH2,DDAH1
DDB1,SF3B3
DDC,CSAD
DDC,GAD1
DDC,GAD2
DDC,HDC
DDHD2,SEC23IP
DDO,DAO
DDR1,DDR2
DDR1,MUSK
DDR1,NTRK1
DDR1,NTRK2
DDR1,NTRK3
DDR2,DDR1
DDR2,IGF1R
DDR2,INSR
DDR2,MUSK
DDR2,NTRK1
DDR2,NTRK2
DDR2,NTRK3
DDR2,PTK7
DDT,MIF
DDX11,BRIP1
DDX11,RTEL1
DDX17,DDX21
DDX17,DDX42
DDX17,DDX43
DDX17,DDX46
DDX17,DDX5
DDX17,DDX50
DDX19A,DDX25
DDX21,DDX17
DDX21,DDX42
DDX21,DDX43
DDX21,DDX46
DDX21,DDX5
DDX21,DDX50
DDX25,DDX19A
DDX39A,DDX39B
DDX39B,DDX39A
DDX3X,DDX3Y
DDX3X,DDX4
DDX3X,DDX41
DDX3Y,DDX3X
DDX3Y,DDX4
DDX3Y,DDX41
DDX4,DDX3X
DDX4,DDX3Y
DDX4,DDX41
DDX41,DDX3X
DDX41,DDX3Y
DDX41,DDX4
DDX42,DDX17
DDX42,DDX21
DDX42,DDX43
DDX42,DDX46
DDX42,DDX5
DDX42,DDX50
DDX43,DDX17
DDX43,DDX21
DDX43,DDX42
DDX43,DDX46
DDX43,DDX5
DDX43,DDX50
DDX46,DDX17
DDX46,DDX21
DDX46,DDX42
DDX46,DDX43
DDX46,DDX5
DDX46,DDX50
DDX5,DDX17
DDX5,DDX21
DDX5,DDX42
DDX5,DDX43
DDX5,DDX46
DDX5,DDX50
DDX50,DDX17
DDX50,DDX21
DDX50,DDX42
DDX50,DDX43
DDX50,DDX46
DDX50,DDX5
DDX58,DHX58
DDX58,IFIH1
DECR1,DECR2
DECR1,PECR
DECR2,DECR1
DECR2,PECR
DEF6,SWAP70
DEF8,PLEKHM1
DEF8,RUBCN
DEFA4,DEFA5
DEFA4,DEFA6
DEFA5,DEFA4
DEFA5,DEFA6
DEFA6,DEFA4
DEFA6,DEFA5
DENND1A,DENND1B
DENND1A,DENND1C
DENND1A,DENND2D
DENND1B,DENND1A
DENND1B,DENND1C
DENND1B,DENND2D
DENND1B,DENND4A
DENND1C,DENND1A
DENND1C,DENND1B
DENND1C,DENND2D
DENND1C,DENND4C
DENND2A,DENND2B
DENND2A,DENND2D
DENND2B,DENND2A
DENND2B,DENND2D
DENND2D,DENND1A
DENND2D,DENND1B
DENND2D,DENND1C
DENND2D,DENND2A
DENND2D,DENND2B
DENND2D,DENND4A
DENND2D,DENND4B
DENND2D,DENND4C
DENND4A,DENND1B
DENND4A,DENND2D
DENND4A,DENND4B
DENND4A,DENND4C
DENND4B,DENND2D
DENND4B,DENND4A
DENND4B,DENND4C
DENND4C,DENND1C
DENND4C,DENND2D
DENND4C,DENND4A
DENND4C,DENND4B
DENND5A,DENND5B
DENND5B,DENND5A
DERL1,DERL2
DERL2,DERL1
DES,GFAP
DES,INA
DES,LMNA
DES,LMNB1
DES,LMNB2
DES,NEFH
DES,NEFM
DES,PRPH
DES,VIM
DGKA,DGKB
DGKA,DGKD
DGKA,DGKE
DGKA,DGKG
DGKA,DGKH
DGKA,DGKI
DGKA,DGKQ
DGKA,DGKZ
DGKB,DGKA
DGKB,DGKD
DGKB,DGKE
DGKB,DGKG
DGKB,DGKH
DGKB,DGKI
DGKB,DGKQ
DGKB,DGKZ
DGKD,DGKA
DGKD,DGKB
DGKD,DGKE
DGKD,DGKG
DGKD,DGKH
DGKD,DGKI
DGKD,DGKQ
DGKD,DGKZ
DGKE,DGKA
DGKE,DGKB
DGKE,DGKD
DGKE,DGKG
DGKE,DGKH
DGKE,DGKI
DGKE,DGKQ
DGKE,DGKZ
DGKG,DGKA
DGKG,DGKB
DGKG,DGKD
DGKG,DGKE
DGKG,DGKH
DGKG,DGKI
DGKG,DGKQ
DGKG,DGKZ
DGKH,DGKA
DGKH,DGKB
DGKH,DGKD
DGKH,DGKE
DGKH,DGKG
DGKH,DGKI
DGKH,DGKQ
DGKH,DGKZ
DGKI,DGKA
DGKI,DGKB
DGKI,DGKD
DGKI,DGKE
DGKI,DGKG
DGKI,DGKH
DGKI,DGKZ
DGKQ,DGKA
DGKQ,DGKB
DGKQ,DGKD
DGKQ,DGKE
DGKQ,DGKG
DGKQ,DGKH
DGKQ,DGKZ
DGKZ,DGKA
DGKZ,DGKB
DGKZ,DGKD
DGKZ,DGKE
DGKZ,DGKG
DGKZ,DGKH
DGKZ,DGKI
DGKZ,DGKQ
DGUOK,DCK
DGUOK,TK2
DHCR7,LBR
DHCR7,TM7SF2
DHH,IHH
DHH,SHH
DHRS1,HSDL2
DHRS12,RDH11
DHRS12,RDH14
DHRS12,WWOX
DHRS2,BDH2
DHRS2,CBR4
DHRS2,DCXR
DHRS2,DHRS4
DHRS2,HPGD
DHRS2,HSD17B10
DHRS2,HSD17B14
DHRS2,HSD17B8
DHRS3,DHRS7
DHRS3,DHRS7B
DHRS3,HSD17B1
DHRS3,HSD17B11
DHRS3,KDSR
DHRS4,BDH2
DHRS4,CBR4
DHRS4,DCXR
DHRS4,DHRS2
DHRS4,HPGD
DHRS4,HSD17B10
DHRS4,HSD17B14
DHRS4,HSD17B8
DHRS7,DHRS3
DHRS7,DHRS7B
DHRS7,HSD17B1
DHRS7,HSD17B11
DHRS7,KDSR
DHRS7,RDH8
DHRS7B,DHRS3
DHRS7B,DHRS7
DHRS7B,HSD17B1
DHRS7B,HSD17B11
DHRS7B,KDSR
DHRS7B,RDH8
DHRS9,BDH1
DHRS9,HSD11B2
DHRS9,HSD17B2
DHRS9,HSD17B6
DHRS9,RDH16
DHRS9,RDH5
DHTKD1,OGDH
DHTKD1,OGDHL
DHX15,DHX16
DHX15,DHX32
DHX15,DHX34
DHX15,DHX35
DHX15,DHX38
DHX15,DHX40
DHX15,DHX8
DHX16,DHX15
DHX16,DHX32
DHX16,DHX34
DHX16,DHX35
DHX16,DHX38
DHX16,DHX40
DHX16,DHX8
DHX29,DHX30
DHX29,DHX57
DHX29,DHX9
DHX29,YTHDC2
DHX30,DHX29
DHX30,DHX57
DHX30,DHX9
DHX30,YTHDC2
DHX32,DHX15
DHX32,DHX16
DHX32,DHX34
DHX32,DHX35
DHX32,DHX38
DHX32,DHX40
DHX32,DHX8
DHX34,DHX15
DHX34,DHX16
DHX34,DHX32
DHX34,DHX35
DHX34,DHX38
DHX34,DHX40
DHX34,DHX8
DHX35,DHX15
DHX35,DHX16
DHX35,DHX32
DHX35,DHX34
DHX35,DHX38
DHX35,DHX40
DHX35,DHX8
DHX38,DHX15
DHX38,DHX16
DHX38,DHX32
DHX38,DHX34
DHX38,DHX35
DHX38,DHX40
DHX38,DHX8
DHX40,DHX15
DHX40,DHX16
DHX40,DHX32
DHX40,DHX34
DHX40,DHX35
DHX40,DHX38
DHX40,DHX8
DHX57,DHX29
DHX57,DHX30
DHX57,DHX9
DHX57,YTHDC2
DHX58,DDX58
DHX58,DICER1
DHX58,IFIH1
DHX8,DHX15
DHX8,DHX16
DHX8,DHX32
DHX8,DHX34
DHX8,DHX35
DHX8,DHX38
DHX8,DHX40
DHX9,DHX29
DHX9,DHX30
DHX9,DHX57
DHX9,TDRD9
DHX9,YTHDC2
DIAPH1,DAAM1
DIAPH1,DAAM2
DIAPH1,DIAPH2
DIAPH1,DIAPH3
DIAPH1,FMNL1
DIAPH1,INF2
DIAPH2,DAAM1
DIAPH2,DAAM2
DIAPH2,DIAPH1
DIAPH2,DIAPH3
DIAPH2,FMNL1
DIAPH2,INF2
DIAPH3,DAAM1
DIAPH3,DAAM2
DIAPH3,DIAPH1
DIAPH3,DIAPH2
DIAPH3,FMNL1
DICER1,DHX58
DIDO1,PHF3
DIMT1,TFB1M
DIO1,DIO2
DIO1,DIO3
DIO2,DIO1
DIO2,DIO3
DIO3,DIO1
DIO3,DIO2
DIP2A,DIP2C
DIP2C,DIP2A
DIRAS2,DIRAS3
DIRAS2,RAP1A
DIRAS2,RAP1B
DIRAS2,RAP2A
DIRAS2,RAP2B
DIRAS2,RAP2C
DIRAS2,RASD1
DIRAS2,RASL10A
DIRAS2,RERG
DIRAS2,RIT1
DIRAS2,RIT2
DIRAS3,DIRAS2
DIRAS3,RAP1A
DIRAS3,RAP1B
DIRAS3,RAP2A
DIRAS3,RAP2B
DIRAS3,RAP2C
DIRAS3,RASD1
DIRAS3,RASL10A
DIRAS3,RERG
DIRAS3,RIT1
DIRAS3,RIT2
DKK1,DKK2
DKK1,DKK4
DKK2,DKK1
DKK2,DKK4
DKK4,DKK1
DKK4,DKK2
DLAT,DBT
DLAT,PDHX
DLC1,ARHGAP28
DLC1,STARD13
DLC1,STARD8
DLG1,DLG2
DLG1,DLG3
DLG1,DLG4
DLG1,DLG5
DLG1,GUK1
DLG1,MPP1
DLG1,MPP2
DLG1,MPP3
DLG1,TJP1
DLG2,DLG1
DLG2,DLG3
DLG2,DLG4
DLG2,DLG5
DLG2,GUK1
DLG2,MPP1
DLG2,MPP2
DLG2,MPP3
DLG2,TJP1
DLG3,DLG1
DLG3,DLG2
DLG3,DLG4
DLG3,DLG5
DLG3,GUK1
DLG3,MPP1
DLG3,MPP2
DLG3,MPP3
DLG3,TJP1
DLG3,TJP2
DLG3,TJP3
DLG4,DLG1
DLG4,DLG2
DLG4,DLG3
DLG4,DLG5
DLG4,GUK1
DLG4,MPP1
DLG4,MPP2
DLG4,MPP3
DLG4,TJP1
DLG4,TJP2
DLG4,TJP3
DLG5,DLG1
DLG5,DLG2
DLG5,DLG3
DLG5,DLG4
DLG5,MPP3
DLGAP1,DLGAP2
DLGAP1,DLGAP4
DLGAP2,DLGAP1
DLGAP2,DLGAP4
DLGAP4,DLGAP1
DLGAP4,DLGAP2
DLK1,DLK2
DLK1,DLL3
DLK1,NOTCH2NLA
DLK2,DLK1
DLK2,DLL3
DLK2,NOTCH2NLA
DLL3,DLK1
DLL3,DLK2
DLL3,NOTCH2NLA
DLX2,DLX3
DLX2,DLX4
DLX2,DLX5
DLX2,DLX6
DLX2,MSX1
DLX2,MSX2
DLX3,DLX2
DLX3,DLX4
DLX3,DLX5
DLX3,DLX6
DLX3,MSX1
DLX3,MSX2
DLX4,DLX2
DLX4,DLX3
DLX4,DLX5
DLX4,DLX6
DLX4,MSX1
DLX4,MSX2
DLX5,DLX2
DLX5,DLX3
DLX5,DLX4
DLX5,DLX6
DLX5,MSX1
DLX5,MSX2
DLX6,DLX2
DLX6,DLX3
DLX6,DLX4
DLX6,DLX5
DLX6,MSX2
DMAC2,DMAC2L
DMAC2L,DMAC2
DMBT1,CD163
DMBT1,CD5L
DMBT1,PRSS12
DMD,DRP2
DMD,DTNA
DMD,DTNB
DMD,UTRN
DMPK,CDC42BPA
DMPK,CDC42BPB
DMPK,CIT
DMPK,LATS1
DMPK,ROCK1
DMPK,ROCK2
DMPK,STK38
DMPK,STK38L
DMTN,ABLIM1
DMTN,ABLIM3
DMXL1,DMXL2
DMXL2,DMXL1
DNAH17,DNAH2
DNAH17,DNAH3
DNAH17,DNAH6
DNAH17,DNAH7
DNAH17,DYNC1H1
DNAH2,DNAH17
DNAH2,DNAH3
DNAH2,DNAH6
DNAH2,DNAH7
DNAH2,DYNC1H1
DNAH3,DNAH17
DNAH3,DNAH2
DNAH3,DNAH6
DNAH3,DNAH7
DNAH3,DYNC1H1
DNAH6,DNAH17
DNAH6,DNAH2
DNAH6,DNAH3
DNAH6,DNAH7
DNAH6,DYNC1H1
DNAH7,DNAH17
DNAH7,DNAH2
DNAH7,DNAH3
DNAH7,DNAH6
DNAH7,DYNC1H1
DNAH9,DYNC2H1
DNAI1,DNAI4
DNAI4,DNAI1
DNAI4,DYNC1I1
DNAI4,DYNC1I2
DNAJA1,DNAJA2
DNAJA1,DNAJA4
DNAJA2,DNAJA1
DNAJA2,DNAJA4
DNAJA3,DNAJB9
DNAJA4,DNAJA1
DNAJA4,DNAJA2
DNAJB1,DNAJB2
DNAJB1,DNAJB4
DNAJB1,DNAJB5
DNAJB1,DNAJB6
DNAJB12,DNAJB14
DNAJB14,DNAJB12
DNAJB2,DNAJB1
DNAJB2,DNAJB4
DNAJB2,DNAJB5
DNAJB2,DNAJB6
DNAJB4,DNAJB1
DNAJB4,DNAJB2
DNAJB4,DNAJB5
DNAJB4,DNAJB6
DNAJB5,DNAJB1
DNAJB5,DNAJB2
DNAJB5,DNAJB4
DNAJB5,DNAJB6
DNAJB6,DNAJB1
DNAJB6,DNAJB2
DNAJB6,DNAJB4
DNAJB6,DNAJB5
DNAJB9,DNAJA3
DNAJB9,DNAJC16
DNAJC10,P4HB
DNAJC10,PDIA2
DNAJC12,DNAJC17
DNAJC16,DNAJB9
DNAJC17,DNAJC12
DNAJC3,DNAJC7
DNAJC6,GAK
DNAJC6,TNS1
DNAJC7,DNAJC3
DNAL4,DYNLL1
DNAL4,DYNLL2
DNASE1,DNASE1L1
DNASE1,DNASE1L2
DNASE1,DNASE1L3
DNASE1L1,DNASE1
DNASE1L1,DNASE1L2
DNASE1L1,DNASE1L3
DNASE1L2,DNASE1
DNASE1L2,DNASE1L1
DNASE1L2,DNASE1L3
DNASE1L3,DNASE1
DNASE1L3,DNASE1L1
DNASE1L3,DNASE1L2
DNASE2,DNASE2B
DNASE2B,DNASE2
DNM1,DNM1L
DNM1,DNM2
DNM1,DNM3
DNM1,MX1
DNM1,MX2
DNM1L,DNM1
DNM1L,DNM2
DNM1L,DNM3
DNM1L,MX1
DNM1L,MX2
DNM2,DNM1
DNM2,DNM1L
DNM2,DNM3
DNM2,MX1
DNM2,MX2
DNM3,DNM1
DNM3,DNM1L
DNM3,DNM2
DNM3,MX1
DNM3,MX2
DNMBP,ARHGEF38
DNMT3A,DNMT3B
DNMT3A,DNMT3L
DNMT3B,DNMT3A
DNMT3B,DNMT3L
DNMT3L,DNMT3A
DNMT3L,DNMT3B
DNTT,POLB
DNTT,POLL
DNTT,POLM
DOC2A,DOC2B
DOC2A,RPH3A
DOC2A,SYTL2
DOC2B,DOC2A
DOC2B,RPH3A
DOC2B,SYTL2
DOCK1,DOCK2
DOCK1,DOCK3
DOCK1,DOCK4
DOCK1,DOCK5
DOCK10,DOCK6
DOCK10,DOCK9
DOCK2,DOCK1
DOCK2,DOCK3
DOCK2,DOCK4
DOCK2,DOCK5
DOCK3,DOCK1
DOCK3,DOCK2
DOCK3,DOCK4
DOCK3,DOCK5
DOCK4,DOCK1
DOCK4,DOCK2
DOCK4,DOCK3
DOCK4,DOCK5
DOCK5,DOCK1
DOCK5,DOCK2
DOCK5,DOCK3
DOCK5,DOCK4
DOCK6,DOCK10
DOCK6,DOCK9
DOCK9,DOCK10
DOCK9,DOCK6
DOK1,DOK2
DOK1,DOK3
DOK1,DOK4
DOK1,DOK5
DOK2,DOK1
DOK2,DOK3
DOK2,DOK5
DOK3,DOK1
DOK3,DOK2
DOK3,DOK5
DOK4,DOK1
DOK4,DOK5
DOK5,DOK1
DOK5,DOK2
DOK5,DOK3
DOK5,DOK4
DOP1A,DOP1B
DOP1B,DOP1A
DPEP1,DPEP2
DPEP1,DPEP3
DPEP2,DPEP1
DPEP2,DPEP3
DPEP3,DPEP1
DPEP3,DPEP2
DPF1,DPF2
DPF1,DPF3
DPF1,PHF10
DPF2,DPF1
DPF2,DPF3
DPF2,KAT6A
DPF2,PHF10
DPF3,DPF1
DPF3,DPF2
DPF3,PHF10
DPP4,DPP6
DPP4,DPP8
DPP4,FAP
DPP6,DPP4
DPP6,FAP
DPP8,DPP4
DPP8,FAP
DPY19L1,DPY19L4
DPY19L4,DPY19L1
DPYS,CRMP1
DPYS,DPYSL2
DPYS,DPYSL3
DPYS,DPYSL4
DPYSL2,CRMP1
DPYSL2,DPYS
DPYSL2,DPYSL3
DPYSL2,DPYSL4
DPYSL3,CRMP1
DPYSL3,DPYS
DPYSL3,DPYSL2
DPYSL3,DPYSL4
DPYSL4,CRMP1
DPYSL4,DPYS
DPYSL4,DPYSL2
DPYSL4,DPYSL3
DRC3,CNTRL
DRC3,PPP1R7
DRD1,ADRA2A
DRD1,ADRA2B
DRD1,ADRA2C
DRD1,ADRB1
DRD1,ADRB2
DRD1,ADRB3
DRD1,DRD2
DRD1,DRD3
DRD1,DRD4
DRD1,DRD5
DRD1,HRH2
DRD1,HTR2A
DRD1,HTR2B
DRD1,HTR2C
DRD1,HTR4
DRD1,HTR6
DRD2,ADRA2A
DRD2,ADRA2B
DRD2,ADRA2C
DRD2,ADRB1
DRD2,ADRB2
DRD2,ADRB3
DRD2,DRD1
DRD2,DRD3
DRD2,DRD4
DRD2,DRD5
DRD2,HRH2
DRD2,HTR2A
DRD2,HTR2B
DRD2,HTR2C
DRD2,HTR4
DRD2,HTR6
DRD3,ADRA2A
DRD3,ADRA2B
DRD3,ADRA2C
DRD3,ADRB1
DRD3,ADRB2
DRD3,ADRB3
DRD3,DRD1
DRD3,DRD2
DRD3,DRD4
DRD3,DRD5
DRD3,HRH2
DRD3,HTR2A
DRD3,HTR2B
DRD3,HTR2C
DRD3,HTR4
DRD3,HTR6
DRD4,ADRA2A
DRD4,ADRA2B
DRD4,ADRA2C
DRD4,ADRB1
DRD4,ADRB2
DRD4,ADRB3
DRD4,DRD1
DRD4,DRD2
DRD4,DRD3
DRD4,DRD5
DRD4,HRH2
DRD4,HTR2A
DRD4,HTR2B
DRD4,HTR2C
DRD4,HTR4
DRD4,HTR6
DRD5,ADRA2A
DRD5,ADRA2B
DRD5,ADRA2C
DRD5,ADRB1
DRD5,ADRB2
DRD5,ADRB3
DRD5,DRD1
DRD5,DRD2
DRD5,DRD3
DRD5,DRD4
DRD5,HRH2
DRD5,HTR2A
DRD5,HTR2B
DRD5,HTR2C
DRD5,HTR4
DRD5,HTR6
DRP2,DMD
DRP2,DTNA
DRP2,DTNB
DRP2,UTRN
DSC1,CDH1
DSC1,CDH13
DSC1,CDH15
DSC1,CDH2
DSC1,CDH3
DSC1,CDH4
DSC1,DSC2
DSC1,DSC3
DSC2,CDH1
DSC2,CDH13
DSC2,CDH15
DSC2,CDH2
DSC2,CDH3
DSC2,CDH4
DSC2,DSC1
DSC2,DSC3
DSC3,CDH1
DSC3,CDH13
DSC3,CDH15
DSC3,CDH2
DSC3,CDH3
DSC3,CDH4
DSC3,DSC1
DSC3,DSC2
DSCAM,DCC
DSG1,DSG2
DSG1,DSG3
DSG2,DSG1
DSG2,DSG3
DSG3,DSG1
DSG3,DSG2
DSP,PLEC
DST,MACF1
DST,PLEC
DSTN,CFL1
DTNA,DMD
DTNA,DRP2
DTNA,DTNB
DTNA,UTRN
DTNB,DMD
DTNB,DRP2
DTNB,DTNA
DTNB,UTRN
DTX1,DTX2
DTX1,DTX3
DTX1,DTX3L
DTX1,DTX4
DTX2,DTX1
DTX2,DTX3
DTX2,DTX3L
DTX2,DTX4
DTX3,DTX1
DTX3,DTX2
DTX3,DTX3L
DTX3,DTX4
DTX3L,DTX1
DTX3L,DTX2
DTX3L,DTX3
DTX3L,DTX4
DTX4,DTX1
DTX4,DTX2
DTX4,DTX3
DTX4,DTX3L
DUOX1,CYBB
DUOX1,DUOX2
DUOX1,NOX1
DUOX1,NOX3
DUOX1,NOX4
DUOX1,NOX5
DUOX2,CYBB
DUOX2,DUOX1
DUOX2,NOX1
DUOX2,NOX3
DUOX2,NOX4
DUOX2,NOX5
DUSP1,DUSP10
DUSP1,DUSP2
DUSP1,DUSP4
DUSP1,DUSP5
DUSP1,DUSP6
DUSP1,DUSP7
DUSP1,DUSP8
DUSP1,DUSP9
DUSP1,SSH1
DUSP1,SSH3
DUSP10,DUSP1
DUSP10,DUSP2
DUSP10,DUSP4
DUSP10,DUSP5
DUSP10,DUSP6
DUSP10,DUSP7
DUSP10,DUSP8
DUSP10,DUSP9
DUSP13,DUSP14
DUSP13,DUSP21
DUSP13,DUSP22
DUSP13,DUSP26
DUSP13,DUSP3
DUSP14,DUSP13
DUSP14,DUSP21
DUSP14,DUSP22
DUSP14,DUSP26
DUSP14,DUSP3
DUSP2,DUSP1
DUSP2,DUSP10
DUSP2,DUSP4
DUSP2,DUSP5
DUSP2,DUSP6
DUSP2,DUSP7
DUSP2,DUSP8
DUSP2,DUSP9
DUSP2,SSH1
DUSP2,SSH3
DUSP21,DUSP13
DUSP21,DUSP14
DUSP21,DUSP22
DUSP21,DUSP26
DUSP21,DUSP3
DUSP22,DUSP13
DUSP22,DUSP14
DUSP22,DUSP21
DUSP22,DUSP26
DUSP22,DUSP3
DUSP26,DUSP13
DUSP26,DUSP14
DUSP26,DUSP21
DUSP26,DUSP22
DUSP26,DUSP3
DUSP3,DUSP13
DUSP3,DUSP14
DUSP3,DUSP21
DUSP3,DUSP22
DUSP3,DUSP26
DUSP4,DUSP1
DUSP4,DUSP10
DUSP4,DUSP2
DUSP4,DUSP5
DUSP4,DUSP6
DUSP4,DUSP7
DUSP4,DUSP8
DUSP4,DUSP9
DUSP4,SSH1
DUSP5,DUSP1
DUSP5,DUSP10
DUSP5,DUSP2
DUSP5,DUSP4
DUSP5,DUSP6
DUSP5,DUSP7
DUSP5,DUSP8
DUSP5,DUSP9
DUSP5,SSH1
DUSP5,SSH3
DUSP6,DUSP1
DUSP6,DUSP10
DUSP6,DUSP2
DUSP6,DUSP4
DUSP6,DUSP5
DUSP6,DUSP7
DUSP6,DUSP8
DUSP6,DUSP9
DUSP6,SSH1
DUSP6,SSH3
DUSP7,DUSP1
DUSP7,DUSP10
DUSP7,DUSP2
DUSP7,DUSP4
DUSP7,DUSP5
DUSP7,DUSP6
DUSP7,DUSP8
DUSP7,DUSP9
DUSP7,SSH1
DUSP7,SSH3
DUSP8,DUSP1
DUSP8,DUSP10
DUSP8,DUSP2
DUSP8,DUSP4
