symbol,General_Term
TBC1D3H,Protease
EVI5,Protease
TBC1D17,Protease
GRTP1,Protease
TBC1D10A,Protease
TBC1D3F,Protease
USP6,Protease
TBCK,Protease
USP6NL,Protease
TBC1D5,Protease
TBC1D4,Protease
SGSM2,Protease
RABGAP1L,Protease
USP54,Protease
USP53,Protease
AFMID,Protease
AADACL3,Protease
AADAC,Protease
AADACL4,Protease
AADACL2,Protease
NCEH1,Protease
YME1L1,Protease
PGPEP1L,Protease
PGPEP1,Protease
DPP3,Protease
ABCB6,Protease
ABCB8,Protease
ABCB7,Protease
ABCB10,Protease
ABCB9,Protease
ABCB5,Protease
ABCB1,Protease
ABCB4,Protease
TAP1,Protease
TAP2,Protease
ABCB11,Protease
CTRL,Protease
CTRB2,Protease
PRSS38,Protease
CTRB1,Protease
PRRG1,Protease
PRRG4,Protease
PRRG3,Protease
ACR,Protease
F2,Protease
PAMR1,Protease
MASP2,Protease
HP,Protease
HPR,Protease
C1RL,Protease
MASP1,Protease
C1R,Protease
C1S,Protease
CELA3A,Protease
CELA1,Protease
ELANE,Protease
CELA3B,Protease
CELA2B,Protease
PRTN3,Protease
CELA2A,Protease
MST1L,Protease
PIK3IP1,Protease
HGF,Protease
MST1,Protease
PLG,Protease
F12,Protease
HABP2,Protease
HGFAC,Protease
PLAT,Protease
PLAU,Protease
PRSS1,Protease
PRSS2,Protease
PRSS3,Protease
KLK11,Protease
KLK8,Protease
CMA1,Protease
PRSS37,Protease
PRSS58,Protease
CTSG,Protease
CFD,Protease
KLK5,Protease
KLK13,Protease
KLK9,Protease
GZMH,Protease
GZMA,Protease
GZMB,Protease
GZMK,Protease
GZMM,Protease
KLK3,Protease
KLK1,Protease
KLK2,Protease
PRSS57,Protease
KLK14,Protease
KLK12,Protease
KLK15,Protease
KLK7,Protease
KLK6,Protease
KLK10,Protease
AZU1,Protease
KLK4,Protease
PRSS53,Protease
PRSS36,Protease
F7,Protease
F9,Protease
F10,Protease
PROC,Protease
PRRG2,Protease
PRSS56,Protease
PROZ,Protease
DNPEP,Protease
PM20D2,Protease
TRABD2A,Protease
TRABD2B,Protease
TMEM97,Protease
ASPRV1,Protease
AMDHD1,Protease
APEH,Protease
PREP,Protease
PITRM1,Protease
RHBDD1,Protease
MEST,Protease
ADCK5,Protease
ADCK1,Protease
PEPD,Protease
XPNPEP3,Protease
CNDP2,Protease
CNDP1,Protease
EPHX2,Protease
EPHX4,Protease
SERHL2,Protease
EPHX3,Protease
METAP1,Protease
METAP1D,Protease
PARK7,Protease
ATP6V1A,Protease
AFG3L2,Protease
SPG7,Protease
NRDC,Protease
IDE,Protease
LONP1,Protease
PARL,Protease
ABHD6,Protease
PCSK9,Protease
TPP2,Protease
MBTPS1,Protease
GATD1,Protease
USP14,Protease
GGTLC2,Protease
GGTLC1,Protease
RHBDF1,Protease
RHBDF2,Protease
STAP1,Kinase
STAP2,Kinase
PPA2,Phosphatase
PPA1,Phosphatase
NUDT5,Phosphatase
NUDT14,Phosphatase
SKP1,Ubiquitin
ANAPC11,Ubiquitin
RNF7,Ubiquitin
RBX1,Ubiquitin
MKRN2,Ubiquitin
MKRN3,Ubiquitin
MKRN1,Ubiquitin
HUWE1,Ubiquitin
WWP1,Ubiquitin
WWP2,Ubiquitin
HECW1,Ubiquitin
NEDD4L,Ubiquitin
NEDD4,Ubiquitin
SMURF1,Ubiquitin
HECW2,Ubiquitin
HACE1,Ubiquitin
SMURF2,Ubiquitin
ITCH,Ubiquitin
AREL1,Ubiquitin
ARIH2,Ubiquitin
RNF19B,Ubiquitin
RNF217,Ubiquitin
RNF144B,Ubiquitin
ARIH1,Ubiquitin
RNF19A,Ubiquitin
PRKN,Ubiquitin
ANKIB1,Ubiquitin
RNF14,Ubiquitin
RNF144A,Ubiquitin
CUL2,Ubiquitin
CUL4B,Ubiquitin
CUL4A,Ubiquitin
CUL5,Ubiquitin
CUL1,Ubiquitin
RNF5,Ubiquitin
RNF185,Ubiquitin
LTN1,Ubiquitin
NEURL1B,Ubiquitin
NEURL1,Ubiquitin
NEURL4,Ubiquitin
NEURL3,Ubiquitin
MED20,Ubiquitin
DTX2,Ubiquitin
DTX3L,Ubiquitin
DTX3,Ubiquitin
DTX4,Ubiquitin
DTX1,Ubiquitin
RNF113B,Ubiquitin
RNF113A,Ubiquitin
MARCHF6,Ubiquitin
CACYBP,Ubiquitin
UBL3,Ubiquitin
FANCL,Ubiquitin
DET1,Ubiquitin
RNF175,Ubiquitin
RNF121,Ubiquitin
UBTD1,Ubiquitin
UBTD2,Ubiquitin
BRCA1,Ubiquitin
UHRF2,Ubiquitin
UHRF1,Ubiquitin
RFFL,Ubiquitin
RNF34,Ubiquitin
RFWD3,Ubiquitin
CHFR,Ubiquitin
RCHY1,Ubiquitin
ZSWIM2,Ubiquitin
USP43,Ubiquitin
USP31,Ubiquitin
RBCK1,Ubiquitin
SHARPIN,Ubiquitin
ZNF598,Ubiquitin
USP54,Ubiquitin
USP53,Ubiquitin
FBXO11,Ubiquitin
RNF157,Ubiquitin
MGRN1,Ubiquitin
MEX3D,Ubiquitin
MEX3C,Ubiquitin
MEX3B,Ubiquitin
MEX3A,Ubiquitin
TSG101,Ubiquitin
UEVLD,Ubiquitin
LONRF2,Ubiquitin
LONRF3,Ubiquitin
LONRF1,Ubiquitin
UBE2J2,Ubiquitin
TRIM3,Ubiquitin
TRIM2,Ubiquitin
TRIM71,Ubiquitin
NHLRC1,Ubiquitin
NHLRC3,Ubiquitin
MIB2,Ubiquitin
MIB1,Ubiquitin
PCGF5,Ubiquitin
PCGF6,Ubiquitin
TRIM24,Ubiquitin
MARCHF5,Ubiquitin
RSKR,Kinase
GTF2F1,Kinase
PARG1,Kinase
MLK4,Kinase
AATK,Kinase
ABL1,Kinase
ABL2,Kinase
ABR,Kinase
ADCK1,Kinase
ADCK2,Kinase
ADCK3,Kinase
ADCK4,Kinase
ADCK5,Kinase
ALK,Kinase
ALPK1,Kinase
ALPK2,Kinase
ALPK3,Kinase
ANKK1,Kinase
ARAF,Kinase
AXL,Kinase
BAZ1A,Kinase
BAZ1B,Kinase
BCR,Kinase
BLK,Kinase
BLVRA,Kinase
BMX,Kinase
BRAF,Kinase
BRD2,Kinase
BRD3,Kinase
BRD4,Kinase
BRDT,Kinase
BTK,Kinase
BUB1,Kinase
BUB1B,Kinase
CAMK1,Kinase
CAMK1D,Kinase
CAMK1G,Kinase
CAMK2A,Kinase
CAMK2B,Kinase
CAMK2D,Kinase
CAMK2G,Kinase
CAMKK1,Kinase
CAMKK2,Kinase
CAMKV,Kinase
CHEK2,Kinase
CIT,Kinase
CLK1,Kinase
CLK2,Kinase
CLK3,Kinase
CLK4,Kinase
COL4A3BP,Kinase
CSF1R,Kinase
CSK,Kinase
CSNK2A1,Kinase
CSNK2A2,Kinase
DCLK1,Kinase
DCLK2,Kinase
DCLK3,Kinase
DDR1,Kinase
DDR2,Kinase
DSTYK,Kinase
EEF2K,Kinase
EGFR,Kinase
EPHA1,Kinase
EPHA10,Kinase
EPHA2,Kinase
EPHA3,Kinase
EPHA4,Kinase
EPHA5,Kinase
EPHA6,Kinase
EPHA7,Kinase
EPHA8,Kinase
EPHB1,Kinase
EPHB2,Kinase
EPHB3,Kinase
EPHB4,Kinase
EPHB6,Kinase
ERBB2,Kinase
ERBB3,Kinase
ERBB4,Kinase
FASTK,Kinase
FER,Kinase
FES,Kinase
FGFR1,Kinase
FGFR2,Kinase
FGFR3,Kinase
FGFR4,Kinase
FGR,Kinase
FLT1,Kinase
FLT3,Kinase
FLT4,Kinase
FRK,Kinase
FYN,Kinase
GSG2,Kinase
GUCY2C,Kinase
GUCY2D,Kinase
GUCY2F,Kinase
HCK,Kinase
IGF1R,Kinase
ILK,Kinase
INSR,Kinase
INSRR,Kinase
IRAK1,Kinase
IRAK2,Kinase
IRAK3,Kinase
IRAK4,Kinase
ITK,Kinase
JAK1,Kinase
JAK2,Kinase
JAK3,Kinase
KALRN,Kinase
KDR,Kinase
KIT,Kinase
KSR1,Kinase
KSR2,Kinase
LCK,Kinase
LIMK1,Kinase
LIMK2,Kinase
LMTK2,Kinase
LMTK3,Kinase
LRRK1,Kinase
LRRK2,Kinase
LTK,Kinase
LYN,Kinase
MAP2K1,Kinase
MAP2K2,Kinase
MAP2K3,Kinase
MAP2K4,Kinase
MAP2K5,Kinase
MAP2K6,Kinase
MAP2K7,Kinase
MAP3K1,Kinase
MAP3K10,Kinase
MAP3K11,Kinase
MAP3K12,Kinase
MAP3K13,Kinase
MAP3K14,Kinase
MAP3K15,Kinase
MAP3K19,Kinase
MAP3K2,Kinase
MAP3K3,Kinase
MAP3K4,Kinase
MAP3K5,Kinase
MAP3K6,Kinase
MAP3K7,Kinase
MAP3K8,Kinase
MAP3K9,Kinase
MAP4K1,Kinase
MAP4K2,Kinase
MAP4K3,Kinase
MAP4K4,Kinase
MAP4K5,Kinase
MATK,Kinase
MERTK,Kinase
MET,Kinase
MINK1,Kinase
MLKL,Kinase
MOS,Kinase
MST1R,Kinase
MUSK,Kinase
MYLK,Kinase
MYLK2,Kinase
MYLK3,Kinase
MYLK4,Kinase
MYO3A,Kinase
MYO3B,Kinase
NEK1,Kinase
NEK3,Kinase
NEK4,Kinase
NEK5,Kinase
NEK9,Kinase
NPR1,Kinase
NPR2,Kinase
NRK,Kinase
NTRK1,Kinase
NTRK2,Kinase
NTRK3,Kinase
OBSCN,Kinase
OXSR1,Kinase
PAK1,Kinase
PAK2,Kinase
PAK3,Kinase
PAK4,Kinase
PAK6,Kinase
PAK7,Kinase
PAN3,Kinase
PDGFRA,Kinase
PDGFRB,Kinase
PEAK1,Kinase
PHKG1,Kinase
PHKG2,Kinase
PIK3R4,Kinase
PIM1,Kinase
PKDCC,Kinase
PLK1,Kinase
PLK2,Kinase
PLK3,Kinase
PLK4,Kinase
PNCK,Kinase
POMK,Kinase
PRKACA,Kinase
PRKACB,Kinase
PRKACG,Kinase
PRKD1,Kinase
PRKD2,Kinase
PRKD3,Kinase
PRKG1,Kinase
PRKG2,Kinase
PRKX,Kinase
PRKY,Kinase
PSKH1,Kinase
PSKH2,Kinase
PTK2,Kinase
PTK2B,Kinase
PTK6,Kinase
PXK,Kinase
RAF1,Kinase
RET,Kinase
RIOK1,Kinase
RIOK2,Kinase
RIOK3,Kinase
RIPK1,Kinase
RIPK2,Kinase
RIPK3,Kinase
RIPK4,Kinase
RNASEL,Kinase
ROR1,Kinase
ROR2,Kinase
ROS1,Kinase
RPS6KA1,Kinase
RPS6KA2,Kinase
RPS6KA3,Kinase
RPS6KA4,Kinase
RPS6KA5,Kinase
RPS6KA6,Kinase
RPS6KB1,Kinase
RPS6KB2,Kinase
RYK,Kinase
SBK2,Kinase
SCYL1,Kinase
SCYL2,Kinase
SCYL3,Kinase
SLK,Kinase
SPEG,Kinase
SRC,Kinase
SRMS,Kinase
STK10,Kinase
STK11,Kinase
STK16,Kinase
STK19,Kinase
STK24,Kinase
STK25,Kinase
STK26,Kinase
STK3,Kinase
STK31,Kinase
STK33,Kinase
STK36,Kinase
STK39,Kinase
STK4,Kinase
STRADA,Kinase
STRADB,Kinase
STYK1,Kinase
SYK,Kinase
TAOK1,Kinase
TAOK2,Kinase
TAOK3,Kinase
TBCK,Kinase
TEC,Kinase
TEK,Kinase
TESK1,Kinase
TESK2,Kinase
TEX14,Kinase
TIE1,Kinase
TNIK,Kinase
TNK1,Kinase
TNK2,Kinase
TNNI3K,Kinase
TP53RK,Kinase
TRIM24,Kinase
TRIM28,Kinase
TRIM33,Kinase
TRIM66,Kinase
TRIO,Kinase
TRPM6,Kinase
TRPM7,Kinase
TTN,Kinase
TXK,Kinase
TYK2,Kinase
TYRO3,Kinase
UHMK1,Kinase
ULK3,Kinase
ULK4,Kinase
YES1,Kinase
ZAP70,Kinase
ABTB1,Ligase
ABTB2,Ligase
ANKFY1,Ligase
ARMC5,Ligase
ASB10,Ligase
ASB11,Ligase
ASB13,Ligase
ASB14,Ligase
ASB15,Ligase
ASB16,Ligase
ASB17,Ligase
ASB18,Ligase
ASB2,Ligase
ASB3,Ligase
ASB4,Ligase
ASB5,Ligase
ASB6,Ligase
ASB7,Ligase
ASB8,Ligase
ASB9,Ligase
ATRX,Ligase
BACH1,Ligase
BACH2,Ligase
BCL6,Ligase
BCL6B,Ligase
BTBD1,Ligase
BTBD10,Ligase
BTBD11,Ligase
BTBD17,Ligase
BTBD2,Ligase
BTBD3,Ligase
BTBD6,Ligase
BTBD7,Ligase
BTBD8,Ligase
BTBD9,Ligase
BTRC,Ligase
CCIN,Ligase
CCNF,Ligase
CISH,Ligase
CPSF1,Ligase
CUL3,Ligase
CUL7,Ligase
DDB1,Ligase
DPF1,Ligase
ECT2L,Ligase
ENC1,Ligase
FBXL12,Ligase
FBXL13,Ligase
FBXL14,Ligase
FBXL15,Ligase
FBXL16,Ligase
FBXL18,Ligase
FBXL2,Ligase
FBXL20,Ligase
FBXL3,Ligase
FBXL4,Ligase
FBXL5,Ligase
FBXL6,Ligase
FBXL7,Ligase
FBXL8,Ligase
FBXO10,Ligase
FBXO15,Ligase
FBXO16,Ligase
FBXO17,Ligase
FBXO18,Ligase
FBXO2,Ligase
FBXO21,Ligase
FBXO22,Ligase
FBXO24,Ligase
FBXO25,Ligase
FBXO27,Ligase
FBXO28,Ligase
FBXO3,Ligase
FBXO30,Ligase
FBXO31,Ligase
FBXO32,Ligase
FBXO33,Ligase
FBXO34,Ligase
FBXO36,Ligase
FBXO38,Ligase
FBXO4,Ligase
FBXO40,Ligase
FBXO41,Ligase
FBXO42,Ligase
FBXO44,Ligase
FBXO45,Ligase
FBXO46,Ligase
FBXO5,Ligase
FBXO6,Ligase
FBXO7,Ligase
FBXO8,Ligase
FBXO9,Ligase
FBXW11,Ligase
FBXW2,Ligase
FBXW4,Ligase
FBXW5,Ligase
FBXW7,Ligase
FBXW8,Ligase
GAN,Ligase
GMCL1,Ligase
GTF2H2,Ligase
GZF1,Ligase
HIC1,Ligase
HIC2,Ligase
IBTK,Ligase
IPP,Ligase
IVNS1ABP,Ligase
KBTBD11,Ligase
KBTBD12,Ligase
KBTBD2,Ligase
KBTBD3,Ligase
KBTBD4,Ligase
KBTBD6,Ligase
KBTBD7,Ligase
KBTBD8,Ligase
KBTBD9,Ligase
KCNA1,Ligase
KCNA10,Ligase
KCNA2,Ligase
KCNA3,Ligase
KCNA4,Ligase
KCNA5,Ligase
KCNA6,Ligase
KCNA7,Ligase
KCNB1,Ligase
KCNB2,Ligase
KCNC1,Ligase
KCNC2,Ligase
KCNC3,Ligase
KCNC4,Ligase
KCND1,Ligase
KCND2,Ligase
KCND3,Ligase
KCNG1,Ligase
KCNG3,Ligase
KCNRG,Ligase
KCNS1,Ligase
KCNS2,Ligase
KCNS3,Ligase
KCNV1,Ligase
KCTD1,Ligase
KCTD10,Ligase
KCTD12,Ligase
KCTD13,Ligase
KCTD14,Ligase
KCTD15,Ligase
KCTD16,Ligase
KCTD17,Ligase
KCTD2,Ligase
KCTD20,Ligase
KCTD21,Ligase
KCTD3,Ligase
KCTD4,Ligase
KCTD5,Ligase
KCTD6,Ligase
KCTD7,Ligase
KCTD8,Ligase
KCTD9,Ligase
KDM2A,Ligase
KDM2B,Ligase
KEAP1,Ligase
KLHL1,Ligase
KLHL10,Ligase
KLHL11,Ligase
KLHL12,Ligase
KLHL13,Ligase
KLHL14,Ligase
KLHL15,Ligase
KLHL17,Ligase
KLHL18,Ligase
KLHL20,Ligase
KLHL21,Ligase
KLHL22,Ligase
KLHL23,Ligase
KLHL24,Ligase
KLHL25,Ligase
KLHL26,Ligase
KLHL28,Ligase
KLHL3,Ligase
KLHL30,Ligase
KLHL31,Ligase
KLHL32,Ligase
KLHL34,Ligase
KLHL36,Ligase
KLHL38,Ligase
KLHL4,Ligase
KLHL40,Ligase
KLHL41,Ligase
KLHL42,Ligase
KLHL5,Ligase
KLHL6,Ligase
KLHL7,Ligase
KLHL8,Ligase
KLHL9,Ligase
LGALS3BP,Ligase
LRRC29,Ligase
LZTR1,Ligase
MYNN,Ligase
NACC1,Ligase
NACC2,Ligase
NEURL2,Ligase
OSTM1,Ligase
OTUD7A,Ligase
OTUD7B,Ligase
PATZ1,Ligase
RAB40A,Ligase
RAB40AL,Ligase
RAB40B,Ligase
RAB40C,Ligase
RABGEF1,Ligase
RCBTB1,Ligase
RCBTB2,Ligase
RHOBTB1,Ligase
RHOBTB2,Ligase
RHOBTB3,Ligase
SF3B3,Ligase
SHKBP1,Ligase
SKP2,Ligase
SLX4,Ligase
SOCS1,Ligase
SOCS2,Ligase
SOCS3,Ligase
SOCS4,Ligase
SOCS5,Ligase
SOCS6,Ligase
SOCS7,Ligase
SPOP,Ligase
SPOPL,Ligase
SPSB1,Ligase
SPSB2,Ligase
SPSB3,Ligase
SPSB4,Ligase
TCEB3,Ligase
TNFAIP1,Ligase
TNFAIP3,Ligase
TULP4,Ligase
WHSC1,Ligase
WSB1,Ligase
WSB2,Ligase
ZBTB1,Ligase
ZBTB10,Ligase
ZBTB11,Ligase
ZBTB14,Ligase
ZBTB16,Ligase
ZBTB17,Ligase
ZBTB18,Ligase
ZBTB2,Ligase
ZBTB20,Ligase
ZBTB21,Ligase
ZBTB22,Ligase
ZBTB24,Ligase
ZBTB25,Ligase
ZBTB26,Ligase
ZBTB3,Ligase
ZBTB32,Ligase
ZBTB33,Ligase
ZBTB37,Ligase
ZBTB38,Ligase
ZBTB39,Ligase
ZBTB4,Ligase
ZBTB40,Ligase
ZBTB41,Ligase
ZBTB43,Ligase
ZBTB44,Ligase
ZBTB45,Ligase
ZBTB46,Ligase
ZBTB48,Ligase
ZBTB49,Ligase
ZBTB5,Ligase
ZBTB6,Ligase
ZBTB7A,Ligase
ZBTB7B,Ligase
ZBTB7C,Ligase
ZBTB8A,Ligase
ZBTB9,Ligase
ZFAND3,Ligase
ZFAND4,Ligase
ZFAND5,Ligase
ZFAND6,Ligase
ZNF131,Ligase
PTPRB,Phosphatase
PTPRN2,Phosphatase
PTPRO,Phosphatase
PTPRQ,Phosphatase
PTPRR,Phosphatase
PTPN1,Phosphatase
PTPN2,Phosphatase
PTPN3,Phosphatase
PTPN4,Phosphatase
PTPN5,Phosphatase
PTPN6,Phosphatase
PTPN11,Phosphatase
PTPN12,Phosphatase
PTPN13,Phosphatase
PTPN14,Phosphatase
PTPN18,Phosphatase
PTPN20A,Phosphatase
PTPN20B,Phosphatase
PTPN21,Phosphatase
PTPN22,Phosphatase
PTPN23,Phosphatase
DUSP1,Phosphatase
DUSP2,Phosphatase
DUSP4,Phosphatase
DUSP5,Phosphatase
DUSP6,Phosphatase
DUSP7,Phosphatase
DUSP8,Phosphatase
DUSP9,Phosphatase
DUSP10,Phosphatase
DUSP16,Phosphatase
DUPD1,Phosphatase
DUSP3,Phosphatase
DUSP12,Phosphatase
DUSP13,Phosphatase
DUSP14,Phosphatase
DUSP15,Phosphatase
DUSP18,Phosphatase
DUSP19,Phosphatase
DUSP21,Phosphatase
DUSP22,Phosphatase
DUSP23,Phosphatase
DUSP26,Phosphatase
DUSP28,Phosphatase
EPM2A,Phosphatase
PTPMT1,Phosphatase
SSH1,Phosphatase
SSH2,Phosphatase
SSH3,Phosphatase
PTP4A1,Phosphatase
PTP4A2,Phosphatase
PTP4A3,Phosphatase
CDC14A,Phosphatase
CDC14B,Phosphatase
CDKN3,Phosphatase
PTPDC1,Phosphatase
DNAJC6,Phosphatase
TENC1,Phosphatase
MTMR14,Phosphatase
ACP1,Phosphatase
EYA1,Phosphatase
EYA2,Phosphatase
EYA3,Phosphatase
EYA4,Phosphatase
PPP2CA,Phosphatase
PPP2CB,Phosphatase
PPP3CA,Phosphatase
PPP3CB,Phosphatase
PPP3CC,Phosphatase
PPP4C,Phosphatase
PPP5C,Phosphatase
PPP6C,Phosphatase
PPEF1,Phosphatase
PPEF2,Phosphatase
PHLPP1,Phosphatase
PHLPP2,Phosphatase
CTDNEP1,Phosphatase
CTDSP1,Phosphatase
CTDSP2,Phosphatase
CTDSPL,Phosphatase
CTDSPL2,Phosphatase
UBLCP1,Phosphatase
INPP5D,Phosphatase
INPP5E,Phosphatase
INPPL1,Phosphatase
BPGM,Phosphatase
C12orf5,Phosphatase
PGAM1,Phosphatase
PGAM2,Phosphatase
PGAM4,Phosphatase
PGAM5,Phosphatase
MDP1,Phosphatase
NANP,Phosphatase
PHOSPHO1,Phosphatase
PHOSPHO2,Phosphatase
NT5C,Phosphatase
NT5M,Phosphatase
G6PC,Phosphatase
G6PC2,Phosphatase
G6PC3,Phosphatase
LPIN1,Phosphatase
LPIN2,Phosphatase
LPIN3,Phosphatase
FIG4,Phosphatase
SACM1L,Phosphatase
INPP5F,Phosphatase
NT5C1A,Phosphatase
NT5C1B,Phosphatase
INPP4A,Phosphatase
INPP4B,Phosphatase
ACP5,Phosphatase
PAPL,Phosphatase
NT5C3,Phosphatase
NT5C3L,Phosphatase
NT5E,Phosphatase
PNKP,Phosphatase
MINPP1,Phosphatase
PHPT1,Phosphatase
RPAP2,Phosphatase
VPS29,Phosphatase
EPHX2,Phosphatase
PMM1,Phosphatase
UBASH3B,Phosphatase
NT5DC4,Phosphatase
MPND,Protease
MYSM1,Protease
OTUB1,Protease
OTUB2,Protease
OTULIN,Protease
PARP11,Protease
PRPF8,Protease
SENP6,Protease
SENP7,Protease
SENP8,Protease
USP1,Protease
USP10,Protease
USP11,Protease
USP12,Protease
USP13,Protease
USP15,Protease
USP16,Protease
USP17L10,Protease
USP17L11,Protease
USP17L12,Protease
USP17L13,Protease
USP17L15,Protease
USP17L17,Protease
USP17L18,Protease
USP17L19,Protease
USP17L20,Protease
USP17L21,Protease
USP17L22,Protease
USP17L3,Protease
USP17L4,Protease
USP17L5,Protease
USP17L7,Protease
USP17L8,Protease
USP18,Protease
USP19,Protease
USP2,Protease
USP20,Protease
USP21,Protease
USP22,Protease
USP24,Protease
USP25,Protease
USP26,Protease
USP27X,Protease
USP28,Protease
USP29,Protease
USP3,Protease
USP30,Protease
USP32,Protease
USP33,Protease
USP34,Protease
USP35,Protease
USP36,Protease
USP37,Protease
USP38,Protease
USP39,Protease
USP4,Protease
USP40,Protease
USP41,Protease
USP42,Protease
USP44,Protease
USP45,Protease
USP46,Protease
USP47,Protease
USP48,Protease
USP49,Protease
USP5,Protease
USP50,Protease
USP51,Protease
USP7,Protease
USP8,Protease
USP9X,Protease
USP9Y,Protease
MINDY1,Protease
MINDY2,Protease
MINDY3,Protease
MINDY4,Protease
MINDY4B,Protease
ALG13,Protease
FAM105A,Protease
USP17L2,Protease
METTL12,Methyltransferase
TRDMT1,Methyltransferase
PRMT5,Methyltransferase
RRP8,Methyltransferase
LCMT2,Methyltransferase
ECE2,Methyltransferase
PRMT3,Methyltransferase
METTL18,Methyltransferase
FAM86B2,Methyltransferase
DNMT1,Methyltransferase
NOP2,Methyltransferase
ASMT,Methyltransferase
HNMT,Methyltransferase
PRMT2,Methyltransferase
GAMT,Methyltransferase
GNMT,Methyltransferase
BMT2,Methyltransferase
HENMT1,Methyltransferase
NDUFAF5,Methyltransferase
METTL21C,Methyltransferase
CIAPIN1,Methyltransferase
PRMT9,Methyltransferase
FAM173B,Methyltransferase
MEPCE,Methyltransferase
NDUFAF7,Methyltransferase
TRMT1L,Methyltransferase
TRMT11,Methyltransferase
BCDIN3D,Methyltransferase
CAMKMT,Methyltransferase
CARM1,Methyltransferase
METTL23,Methyltransferase
FTSJ3,Methyltransferase
TRMT44,Methyltransferase
CMTR2,Methyltransferase
TRMT2A,Methyltransferase
CMTR1,Methyltransferase
CARNMT1,Methyltransferase
WBSCR27,Methyltransferase
METTL13,Methyltransferase
FAM86B1,Methyltransferase
NSUN7,Methyltransferase
GSTCD,Methyltransferase
NSUN6,Methyltransferase
METTL21A,Methyltransferase
METTL21B,Methyltransferase
ALKBH8,Methyltransferase
EEF2KMT,Methyltransferase
PRMT6,Methyltransferase
NSUN5,Methyltransferase
TGS1,Methyltransferase
METTL26,Methyltransferase
PRMT1,Methyltransferase
FAM173A,Methyltransferase
THUMPD2,Methyltransferase
THUMPD3,Methyltransferase
TRMT61B,Methyltransferase
METTL9,Methyltransferase
METTL17,Methyltransferase
VCPKMT,Methyltransferase
PRMT8,Methyltransferase
METTL5,Methyltransferase
TRMT13,Methyltransferase
PRMT7,Methyltransferase
TRMT1,Methyltransferase
KIAA1456,Methyltransferase
FTSJ1,Methyltransferase
MRM2,Methyltransferase
LCMT1,Methyltransferase
N6AMT1,Methyltransferase
HEMK1,Methyltransferase
EEF1AKMT1,Methyltransferase
ZCCHC4,Methyltransferase
METTL4,Methyltransferase
METTL14,Methyltransferase
MECOM,Methyltransferase
KMT2D,Methyltransferase
SETD1A,Methyltransferase
SUV39H1,Methyltransferase
PRDM1,Methyltransferase
NSD2,Methyltransferase
PRDM15,Methyltransferase
KMT2A,Methyltransferase
PRDM2,Methyltransferase
TTLL12,Methyltransferase
SETDB1,Methyltransferase
EZH2,Methyltransferase
KMT5B,Methyltransferase
SETMAR,Methyltransferase
SMYD5,Methyltransferase
SETD3,Methyltransferase
KMT5C,Methyltransferase
ZFPM1,Methyltransferase
SMYD4,Methyltransferase
KMT2E,Methyltransferase
SMYD1,Methyltransferase
SETD9,Methyltransferase
KMT2C,Methyltransferase
SETD6,Methyltransferase
SETD7,Methyltransferase
ZFPM2,Methyltransferase
EZH1,Methyltransferase
EHMT2,Methyltransferase
NSD1,Methyltransferase
SETDB2,Methyltransferase
SETD2,Methyltransferase
NSD3,Methyltransferase
SETD5,Methyltransferase
PRDM14,Methyltransferase
PRDM13,Methyltransferase
PRDM12,Methyltransferase
SUV39H2,Methyltransferase
SMYD3,Methyltransferase
EHMT1,Methyltransferase
ZNF408,Methyltransferase
PRDM16,Methyltransferase
KMT5A,Methyltransferase
PRDM11,Methyltransferase
PRDM10,Methyltransferase
PRDM9,Methyltransferase
PRDM8,Methyltransferase
PRDM7,Methyltransferase
PRDM6,Methyltransferase
PRDM5,Methyltransferase
ASH1L,Methyltransferase
SMYD2,Methyltransferase
SETD4,Methyltransferase
PRDM4,Methyltransferase
KMT2B,Methyltransferase
SETD1B,Methyltransferase
TARBP1,Methyltransferase
SPOUT1,Methyltransferase
MRM1,Methyltransferase
TRMT10A,Methyltransferase
EMG1,Methyltransferase
BHMT,Methyltransferase
BHMT2,Methyltransferase
ICMT,Methyltransferase
NRM,Methyltransferase
PEMT,Methyltransferase
MTR,Methyltransferase
CDKAL1,Methyltransferase
CDK5RAP1,Methyltransferase
ELP3,Methyltransferase
RSAD1,Methyltransferase
HDDC2,Phosphatase
SAMHD1,Phosphatase
HDHD3,Phosphatase
TIMM50,Phosphatase
DUSP27,Phosphatase
STYX,Phosphatase
CDC14C,Phosphatase
STYXL1,Phosphatase
PTPLA,Phosphatase
GAK,Phosphatase
PTEN2,Phosphatase
TNS3,Phosphatase
TNS1,Phosphatase
PTPRN,Phosphatase
PPP1R11,Phosphatase
PPP1R14D,Phosphatase
ANP32D,Phosphatase
ANP32E,Phosphatase
PPP1R3B,Phosphatase
PPP1R16A,Phosphatase
PPP1R16B,Phosphatase
ANP32B,Phosphatase
PPP1R14C,Phosphatase
ANP32A,Phosphatase
PPP1R1C,Phosphatase
PPP1R14B,Phosphatase
PPP1R7,Phosphatase
PPP1R1B,Phosphatase
PPP1R8,Phosphatase
PPP1R12A,Phosphatase
PPP1R12C,Phosphatase
PPP1R3C,Phosphatase
PPP1R2,Phosphatase
PPP1R3D,Phosphatase
PPP1R3A,Phosphatase
PPP1R3F,Phosphatase
PPP1R14A,Phosphatase
PPP1R12B,Phosphatase
PPP1R1A,Phosphatase
ANP32C,Phosphatase
PHACTR4,Phosphatase
PHACTR3,Phosphatase
