gene1,gene2,label
FAHD2A,GFRAL,0
FAHD2A,OPN5,0
FAHD2B,GSX2,0
FAM117B,GFRAL,0
FAM160B1,FAM160B2,0
FAM160B2,SPEM1,0
FAM200A,FAM200B,0
FAM200B,RD3,0
FAM200B,TKTL2,0
FAM76A,FAM76B,0
FAM76A,SERPINA7,0
FGF4,HMG20A,0
FGF4,PCNX1,0
FGF4,PHLPP1,0
FGF4,SAP30L,0
FGF4,SIKE1,0
FGF4,SOCS5,0
FGF4,TMEM14C,0
FGF4,TSPYL1,0
FLOT1,RAX,0
FLOT1,SLC36A3,0
FMR1NB,KCTD2,0
FMR1NB,KDELR1,0
FMR1NB,LMAN2,0
FMR1NB,NR2C2,0
FMR1NB,OSBPL7,0
FMR1NB,PACSIN3,0
FMR1NB,PANK1,0
FMR1NB,PRDX3,0
FMR1NB,PRPSAP1,0
FMR1NB,RAPGEF6,0
FMR1NB,RING1,0
FMR1NB,RNF38,0
FMR1NB,SEPT11,0
FMR1NB,SLC25A23,0
FMR1NB,TRIP10,0
FMR1NB,UBE2V2,0
FMR1NB,ZNF619,0
FN3KRP,GABRA1,0
FNBP1L,TRPC7,0
FNDC3A,FNDC3B,0
FNIP1,FNIP2,0
FNIP1,PDILT,0
FNIP1,RAX,0
FXR1,FXR2,0
FXR1,GABRA1,0
G3BP1,SERPINB12,0
G3BP2,GPR50,0
GABARAPL2,TKTL2,0
GABARAP,PPP3R2,0
GABARAP,SPEM1,0
GABRA1,GFOD1,0
GABRA1,HDAC1,0
GABRA1,HDAC5,0
GABRA1,IRF2BP1,0
GABRA1,JAK1,0
GABRA1,KDM5B,0
GABRA1,MAPK12,0
GABRA1,MEX3B,0
GABRA1,PYCR2,0
GABRA1,RARA,0
GABRA1,RBM4B,0
GABRA1,ROCK1,0
GABRA1,SCRN3,0
GABRA1,SEPT11,0
GABRA1,SMARCD2,0
GABRA1,SPOPL,0
GABRA1,SS18L1,0
GABRA1,TCF3,0
GABRA1,ZDHHC7,0
GABRA1,ZNF286B,0
GABRA1,ZNF302,0
GABRA1,ZNF558,0
GABRA1,ZNF600,0
GANC,TKTL2,0
GFOD1,KLK12,0
GFOD2,SERPINA7,0
GFRAL,GGA3,0
GFRAL,GPR108,0
GFRAL,KIF3A,0
GFRAL,LMNB1,0
GFRAL,MAPK12,0
GFRAL,MTHFD2,0
GFRAL,NME2,0
GFRAL,OAZ2,0
GFRAL,PPIP5K2,0
GFRAL,PPP3CA,0
GFRAL,PSEN1,0
GFRAL,RC3H1,0
GFRAL,SCRN3,0
GFRAL,TCF12,0
GFRAL,TIGD2,0
GFRAL,TMED3,0
GFRAL,TMED4,0
GFRAL,TPM4,0
GFRAL,YIPF1,0
GFRAL,ZNF181,0
GFRAL,ZSWIM4,0
GGA1,GGA2,0
GGA1,GLRA2,0
GGA1,PRSS37,0
GGA2,GLRA2,0
GGA2,RS1,0
GGA2,RXFP3,0
GGA3,KCNK10,0
GIT1,SERPINA7,0
GIT2,HTR5A,0
GLB1L,SERPINB12,0
GLCCI1,GPR50,0
GLCCI1,RD3,0
GLCCI1,TKTL2,0
GLRA2,HIST1H4H,0
GLRA2,IP6K2,0
GLRA2,KIF3A,0
GLRA2,MAP2K2,0
GLRA2,MED13L,0
GLRA2,PAFAH1B3,0
GLRA2,PPARA,0
GLRA2,PRKACB,0
GLRA2,RAD23A,0
GLRA2,RNF5,0
GLRA2,SHMT2,0
GLRA2,SRSF2,0
GLRA2,TMEM63A,0
GLRA2,TNKS2,0
GLRA2,UBE2V2,0
GLRA2,UNKL,0
GLRA2,USP4,0
GLRA2,YY1AP1,0
GLRA2,ZDHHC18,0
GLRA2,ZSWIM6,0
GNA13,TPH2,0
GNPDA1,MEP1A,0
GNPDA2,RS1,0
GOLPH3L,RNF17,0
GOLPH3,GSX2,0
GON4L,SPEM1,0
GOT1,SPEM1,0
GOT2,GPR50,0
GPR108,KCNK10,0
GPR50,MAP2K2,0
GPR50,MAP3K10,0
GPR50,MAP3K3,0
GPR50,MBD2,0
GPR50,METTL2A,0
GPR50,MOAP1,0
GPR50,NUMB,0
GPR50,PANK2,0
GPR50,RALGPS1,0
GPR50,RALGPS2,0
GPR50,RBM4B,0
GPR50,RPS6KB1,0
GPR50,SAFB2,0
GPR50,SEPT8,0
GPR50,SHMT1,0
GPR50,SS18,0
GPR50,TBC1D22A,0
GPR50,TSPYL1,0
GPR50,TST,0
GPR50,USP12,0
GPR50,WDFY1,0
GPX6,HERC4,0
GPX6,ING4,0
GPX6,ITSN2,0
GPX6,KCTD2,0
GPX6,LMNB1,0
GPX6,LPIN2,0
GPX6,MBD2,0
GPX6,MBTD1,0
GPX6,MOAP1,0
GPX6,NELFB,0
GPX6,NET1,0
GPX6,PPM1B,0
GPX6,RALGAPA2,0
GPX6,RIC8A,0
GPX6,SAFB,0
GPX6,SCAMP2,0
GPX6,SLC25A25,0
GPX6,SLC25A33,0
GPX6,SLC41A1,0
GPX6,SMAD1,0
GPX6,SMAP1,0
GPX6,SUCLA2,0
GPX6,SYNGR2,0
GPX6,SYNGR3,0
GPX6,TBC1D15,0
GPX6,TBC1D22A,0
GPX6,TMEM14C,0
GPX6,UGGT1,0
GPX6,ULK1,0
GPX6,VAMP2,0
GPX6,YY1AP1,0
GPX6,ZDHHC5,0
GPX6,ZMIZ2,0
GPX6,ZNF136,0
GPX6,ZNF587B,0
GPX6,ZNF620,0
GPX6,ZNF627,0
GRK6,TSSK1B,0
GSK3A,SERPINB12,0
GSK3B,OPN5,0
GSX2,LATS1,0
GSX2,LPIN1,0
GSX2,METTL2A,0
GSX2,MKNK1,0
GSX2,NOTCH2,0
GSX2,OAZ1,0
GSX2,ORMDL1,0
GSX2,PANK3,0
GSX2,PBX2,0
GSX2,RBL2,0
GSX2,RFXANK,0
GSX2,SEPT8,0
GSX2,SLC12A4,0
GSX2,SMARCA2,0
GSX2,SYNGR3,0
GSX2,TMEM87A,0
HDAC1,PPP3R2,0
HDAC1,UBQLN3,0
HDAC2,RXFP3,0
HDAC2,TRPC7,0
HDAC2,UBQLN3,0
HDAC4,TPH2,0
HDAC5,SLC13A1,0
HERC4,RAX,0
HEXA,MEP1A,0
HEXA,UBQLN3,0
HEXB,UBQLN3,0
HINT2,RS1,0
HIPK1,HIPK3,0
HIPK3,KCNK10,0
HIPK3,RXFP3,0
HIST2H2BE,NDST4,0
HIST2H2BF,PDILT,0
HIST2H2BF,PNPLA5,0
HMG20A,RD3,0
HMG20B,RXFP3,0
HMG20B,TRPC7,0
HNRNPF,HNRNPH3,0
HNRNPF,SERPINA7,0
HNRNPH3,RAX,0
HNRNPH3,TRPC7,0
HTR5A,MAPK8IP3,0
HTR5A,MFAP3L,0
HTR5A,MPST,0
HTR5A,PDIK1L,0
HTR5A,PUM1,0
HTR5A,R3HDM1,0
HTR5A,SESN2,0
HTR5A,SLC4A3,0
HTR5A,SMARCC2,0
HTR5A,SPRED2,0
HTR5A,STX10,0
HTR5A,TMED9,0
HTR5A,TMEM39B,0
HTR5A,TNKS,0
HTR5A,TOR1A,0
HTR5A,UNC119B,0
HTR5A,USP46,0
HTR5A,VAMP1,0
HTR5A,ZNF524,0
HTR5A,ZNF581,0
HTR5A,ZNF785,0
HTR5A,ZSCAN30,0
IFRD2,UBQLN3,0
IKBKB,MEP1A,0
IKBKB,RNF17,0
ING4,ING5,0
ING4,RXFP3,0
IP6K1,PLA2G2F,0
IQGAP3,NDST4,0
IRF2BPL,RS1,0
ITSN1,PLA2G2F,0
ITSN1,RAX,0
JAK1,SERPINA7,0
JAK1,TYK2,0
JRKL,TIGD2,0
KAT6B,TSSK1B,0
KATNAL1,KLK12,0
KATNAL1,RAX,0
KBTBD6,PRSS37,0
KBTBD6,RD3,0
KBTBD7,TPH2,0
KCNK10,MAP3K11,0
KCNK10,MED13,0
KCNK10,MTHFD2L,0
KCNK10,NAP1L4,0
KCNK10,NDFIP2,0
KCNK10,NKIRAS1,0
KCNK10,RALGAPA2,0
KCNK10,SLC41A3,0
KCNK10,SPRED2,0
KCNK10,STAM,0
KCNK10,TRIP10,0
KCNK10,TSPAN14,0
KCNK10,VAMP2,0
KCNK10,WDR20,0
KCNK10,ZNF557,0
KCNK10,ZSCAN21,0
KCNK10,ZSWIM6,0
KDELR1,SLC36A3,0
KDELR2,KLK12,0
KDELR2,NDST4,0
KDM5A,PLA2G2F,0
KLC1,PPP3R2,0
KLC4,TKTL2,0
KLHL17,SERPINA7,0
KLHL20,SLC36A3,0
KLK12,LMBR1L,0
KLK12,MCL1,0
KLK12,MEX3B,0
KLK12,OAZ2,0
KLK12,PSEN2,0
KLK12,SEC24B,0
KLK12,SLC25A36,0
KLK12,SS18,0
KLK12,USP46,0
KYAT1,PNPLA5,0
KYAT1,RNF17,0
L3MBTL2,PRSS37,0
LATS1,LATS2,0
LIN7B,TPH2,0
LIN7C,RAX,0
LMAN2L,PPP3R2,0
LMAN2L,SERPINA7,0
LMBR1,LMBR1L,0
LMBR1L,TPH2,0
LMNB1,LMNB2,0
LMNB2,PLA2G2F,0
LPIN1,UBQLN3,0
LSM14A,OPN5,0
LSM14B,SERPINA7,0
LUC7L3,PNPLA5,0
MAFG,TKTL2,0
MAP3K10,MAP3K9,0
MAP3K11,SLC36A3,0
MAP3K2,PRSS37,0
MAP3K9,SLC13A1,0
MAP3K9,UBQLN3,0
MAPK11,MAPK12,0
MAPKAPK2,MAPKAPK3,0
MAPKAPK2,PLA2G2F,0
MAPKAPK3,SLC13A1,0
MARK4,PNPLA5,0
MBTD1,PNPLA5,0
MCL1,NDST4,0
MED13L,PDILT,0
MED13L,PPP3R2,0
MED13,SERPINA7,0
MEF2A,MEF2D,0
MEF2A,PRSS37,0
MEP1A,MYL12A,0
MEP1A,PRPSAP2,0
MEP1A,RANBP9,0
MEP1A,RARA,0
MEP1A,RCBTB1,0
MEP1A,SBF2,0
MEP1A,SMARCC1,0
MEP1A,SMARCC2,0
MEP1A,STX6,0
MEP1A,TCF12,0
MEP1A,TMED4,0
MEP1A,TONSL,0
MEP1A,USP28,0
MEP1A,YIF1A,0
MEP1A,ZNF600,0
METTL2B,PLA2G2F,0
MEX3B,MEX3C,0
MEX3B,PLA2G2F,0
MEX3C,PNPLA5,0
MEX3D,SLC36A3,0
MFAP3,UBQLN3,0
MFSD14A,PLA2G2F,0
MKNK1,MKNK2,0
MKNK2,RNF17,0
MOAP1,PNMA1,0
MOB3A,TKTL2,0
MPST,SLC36A3,0
MRFAP1,MRFAP1L1,0
MRFAP1L1,PRSS37,0
MRFAP1,RXFP3,0
MRFAP1,TRPC7,0
MTHFD2,SERPINB12,0
MTMR3,PLA2G2F,0
MTMR4,RAX,0
MTMR4,RS1,0
MYL12A,TKTL2,0
MYL12A,TPH2,0
MYL6,MYL6B,0
MYL6,PLA2G2F,0
MYL6,UBQLN3,0
NACC2,SLC36A3,0
NACC2,SPEM1,0
NAP1L1,NAP1L4,0
NAP1L4,RS1,0
NAP1L4,TPH2,0
NBEA,RAX,0
NBEA,TRPC7,0
NDFIP1,NDFIP2,0
NDFIP1,RS1,0
NDFIP2,RAX,0
NDST4,PURB,0
NDST4,RBMS2,0
NDST4,RNF19A,0
NDST4,SBF1,0
NDST4,SMAP2,0
NDST4,SNTB2,0
NDST4,STAT3,0
NDST4,STK17B,0
NDST4,TFCP2,0
NDST4,TMEM50B,0
NDST4,TMEM63A,0
NDST4,TOR1B,0
NDST4,TPM3,0
NDST4,UGGT2,0
NDST4,YIF1A,0
NDST4,ZNF562,0
NDST4,ZNF764,0
NFIA,PPP3R2,0
NFIC,RS1,0
NIPSNAP1,OPN5,0
NIPSNAP2,PPP3R2,0
NIPSNAP2,SPEM1,0
NKIRAS1,PLA2G2F,0
NKIRAS2,PDILT,0
NME2,PDILT,0
NME2,SERPINA7,0
NOTCH1,NOTCH2,0
NOTCH1,SERPINB12,0
NR1D1,TKTL2,0
NR1D2,PNPLA5,0
NR2C1,SLC13A1,0
NR2C2,SLC36A3,0
NT5DC2,NT5DC3,0
NT5DC3,RAX,0
NUCB1,NUCB2,0
NUCB1,SLC36A3,0
NUMBL,PLA2G2F,0
OPN5,PAFAH1B3,0
OPN5,PRKAG2,0
OPN5,USP25,0
OPN5,WDFY1,0
OPN5,ZNF324,0
OPN5,ZNF354A,0
OPN5,ZNF76,0
ORMDL2,SERPINB12,0
PABPC1L,PABPC4,0
PABPC4,RS1,0
PACS2,SERPINB12,0
PACS2,TSSK1B,0
PACSIN2,SPEM1,0
PAFAH1B2,PAFAH1B3,0
PAFAH1B2,RNF17,0
PAFAH1B3,SERPINB12,0
PANK1,SLC13A1,0
PANK2,PANK3,0
PARP1,TRPC7,0
PARP1,TSSK1B,0
PBX2,PBX3,0
PBX2,SERPINB12,0
PBX4,PNPLA5,0
PCMTD2,SERPINA7,0
PCMTD2,UBQLN3,0
PCNX1,SLC13A1,0
PCNX3,SLC36A3,0
PDIK1L,STK35,0
PDIK1L,TSSK1B,0
PDILT,PHIP,0
PDILT,PITPNM2,0
PDILT,R3HDM1,0
PDILT,RC3H2,0
PDILT,RPS6KB1,0
PDILT,RPS6KB2,0
PDILT,SCRN2,0
PDILT,SNX5,0
PDILT,UBTD2,0
PDILT,WASF2,0
PDILT,ZDHHC8,0
PDILT,ZKSCAN3,0
PDILT,ZNF324B,0
PDILT,ZNF552,0
PDILT,ZNF76,0
PHIP,SERPINA7,0
PHIP,TRPC7,0
PHLPP1,PHLPP2,0
PHLPP1,PRSS37,0
PIP5K1A,SERPINB12,0
PIP5K1C,PRSS37,0
PITPNM1,UBQLN3,0
PITPNM2,PLA2G2F,0
PKN1,PKN3,0
PKN3,RS1,0
PKN3,TSSK1B,0
PKN3,UBQLN3,0
PLA2G2F,PRDX1,0
PLA2G2F,RABL2A,0
PLA2G2F,RC3H1,0
PLA2G2F,RSBN1,0
PLA2G2F,SAFB,0
PLA2G2F,SESN1,0
PLA2G2F,SIPA1L3,0
PLA2G2F,TSPAN17,0
PLA2G2F,UBE2R2,0
PLA2G2F,ZKSCAN3,0
PLA2G2F,ZNF785,0
PLCD1,SLC36A3,0
PLCD4,TRPC7,0
PLEKHF1,SERPINA7,0
PNMA1,SLC36A3,0
PNPLA5,RHOG,0
PNPLA5,RSBN1L,0
PNPLA5,SGTB,0
PNPLA5,SMAD1,0
PNPLA5,SMAP1,0
PNPLA5,SNX1,0
PNPLA5,SOCS4,0
PNPLA5,UBE2V2,0
PNPLA5,USP4,0
PNPLA5,ZNF143,0
PPARA,PPARD,0
PPARA,TPH2,0
PPIP5K1,PRSS37,0
PPIP5K1,RAX,0
PPIP5K2,RAX,0
PPM1A,SLC13A1,0
PPM1A,TSSK1B,0
PPM1B,PPP3R2,0
PPP1CC,PPP2CB,0
PPP3CA,TPH2,0
PPP3CB,PPP3CC,0
PPP3CB,SPEM1,0
PPP3R2,RC3H1,0
PPP3R2,SLC41A1,0
PPP3R2,SPOP,0
PPP3R2,SPRED1,0
PPP3R2,SUCLA2,0
PPP3R2,TPM4,0
PPP3R2,UBP1,0
PRDX3,RD3,0
PRKACA,SERPINA7,0
PRKACA,SERPINB12,0
PRPSAP1,PRPSAP2,0
PRSS37,RAB40B,0
PRSS37,RARA,0
PRSS37,RCBTB2,0
PRSS37,SLC25A23,0
PRSS37,STK17A,0
PRSS37,STX6,0
PRSS37,TMEM63B,0
PRSS37,TMEM87B,0
PRSS37,TOM1,0
PRSS37,TSPAN14,0
PRSS37,UBAP2,0
PRSS37,ZNF169,0
PRSS37,ZNF587B,0
PRSS37,ZNF611,0
PSEN2,RXFP3,0
PUM1,RAX,0
PURA,SPEM1,0
PYCR1,RS1,0
PYCR2,TSSK1B,0
R3HDM1,R3HDM2,0
RAB40B,RAB40C,0
RAD23B,SLC13A1,0
RALGAPA1,RALGAPA2,0
RANBP10,TKTL2,0
RANBP9,TKTL2,0
RAPGEF2,RAPGEF6,0
RAPGEF2,SLC13A1,0
RAX,RFXANK,0
RAX,RNF19B,0
RAX,ROCK2,0
RAX,SAFB2,0
RAX,SHMT1,0
RAX,SLC41A1,0
RAX,TBC1D22A,0
RAX,TMEM87B,0
RAX,TRIM5,0
RAX,UBE2V1,0
RAX,USP20,0
RAX,VAMP1,0
RBL1,UBQLN3,0
RD3,RIC8B,0
RD3,TMED1,0
RD3,TMED7,0
RD3,WASF2,0
RD3,ZDHHC3,0
RFX1,SERPINA7,0
RHOC,RHOG,0
RHOC,UBQLN3,0
RIC8A,RIC8B,0
RING1,SERPINB12,0
RNF122,RNF24,0
RNF17,ROCK2,0
RNF17,SRSF4,0
RNF17,TMEM50A,0
RNF17,UBAP2L,0
RNF17,UBE2R2,0
RNF17,USP15,0
RNF17,WDFY2,0
RNF17,ZNF286A,0
RNF185,TRPC7,0
RNF38,RNF44,0
RNF5,SERPINB12,0
ROCK1,ROCK2,0
RS1,SESN1,0
RS1,TMEM14C,0
RS1,YIF1A,0
RS1,ZKSCAN2,0
RS1,ZKSCAN4,0
RS1,ZNF581,0
RXFP3,VDAC2,0
RXFP3,VDAC3,0
SAFB,SERPINB12,0
SAP30,SERPINB12,0
SBF1,SBF2,0
SCAMP2,SERPINB12,0
SCAMP3,TSSK1B,0
SCRN2,SLC36A3,0
SCRN3,TKTL2,0
SEC24A,TRPC7,0
SEPT8,SERPINA7,0
SERINC1,SERINC3,0
SERPINA7,SRSF4,0
SERPINA7,STAM2,0
SERPINA7,TOB1,0
SERPINA7,TRIM24,0
SERPINA7,TRIM33,0
SERPINA7,TYK2,0
SERPINA7,USP20,0
SERPINA7,USP28,0
SERPINA7,YIPF2,0
SERPINA7,ZNF169,0
SERPINA7,ZNF419,0
SERPINB12,SLC41A3,0
SERPINB12,SOCS4,0
SERPINB12,ZNF77,0
SESN1,SESN2,0
SESN2,TSSK1B,0
SGTA,SLC36A3,0
SIKE1,SPEM1,0
SLC13A1,SMARCC2,0
SLC13A1,SMARCD2,0
SLC13A1,STK38L,0
SLC13A1,STX12,0
SLC13A1,TMEM170B,0
SLC13A1,TRIM34,0
SLC13A1,TSPAN14,0
SLC13A1,TSPAN17,0
SLC13A1,UBTD2,0
SLC25A24,TPH2,0
SLC25A33,TSSK1B,0
SLC25A36,SPEM1,0
SLC36A1,SLC36A4,0
SLC36A3,TMED9,0
SLC36A3,TMEM87A,0
SLC36A3,TRIM24,0
SLC36A3,UBE2V1,0
SLC36A3,UBP1,0
SLC36A3,UBR1,0
SLC36A3,USP4,0
SLC36A4,TRPC7,0
SLC41A1,SLC41A2,0
SLC4A2,SLC4A3,0
SLC4A2,UBQLN3,0
SMARCA2,UBQLN3,0
SMARCA4,TSSK1B,0
SMURF1,UBQLN3,0
SNTA1,TKTL2,0
SNX1,SNX2,0
SOCS4,SOCS5,0
SPEM1,TMEM170B,0
SPEM1,TSPYL4,0
SPEM1,TYK2,0
SPEM1,UBR2,0
SPEM1,ZNF747,0
SPRED1,SPRED2,0
SS18,SS18L1,0
SS18L1,TSSK1B,0
STAM,UBQLN3,0
STK17A,STK17B,0
STK38,TRPC7,0
STX6,TRPC7,0
TFCP2,UBP1,0
TKTL2,TMED9,0
TKTL2,TNKS,0
TKTL2,TOM1L2,0
TKTL2,VDAC3,0
TKTL2,ZNF286A,0
TKTL2,ZNF552,0
TKTL2,ZNF562,0
TMED1,TRPC7,0
TMEM14B,TMEM14C,0
TMEM170A,TMEM170B,0
TMEM50A,TMEM50B,0
TMEM63A,TMEM63B,0
TMEM87A,TMEM87B,0
TPH2,ZDHHC5,0
TPH2,ZKSCAN1,0
TPH2,ZNF354A,0
TPM3,TPM4,0
TRAK1,TRAK2,0
TRIM34,TRIM5,0
TRPC7,UBR1,0
TRPC7,ZNF133,0
TSSK1B,UBE2V1,0
TSSK1B,UBTD1,0
TSSK1B,ULK1,0
TSSK1B,USP12,0
TSSK1B,YIPF1,0
TTC30A,TTC30B,0
UBQLN3,UCK1,0
UBQLN3,UNC119B,0
UBQLN3,WDFY1,0
UBQLN3,ZFAND2A,0
UBQLN3,ZKSCAN4,0
UBQLN3,ZMIZ2,0
UBQLN3,ZNF419,0
UBTD1,UBTD2,0
UCK1,UCK2,0
ZDHHC3,ZDHHC7,0
ZFAND2A,ZFAND2B,0
ZKSCAN1,ZKSCAN8,0
ZNF354A,ZNF354B,0
ZNF557,ZNF558,0
ZNF747,ZNF764,0
ZNF764,ZNF785,0
